color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
blue,23_NG_DS_XX_4_NF.ogv,23,NG,DS,XX,4,NF,3,D,1
red,88_NG_ST_XX_13_NF.ogv,88,NG,ST,XX,13,NF,3,D,1
grey,113_NG_SV_XX_19_NF.ogv,113,NG,SV,XX,19,NF,3,D,1
grey,101_G_SV_Frog_3.ogg,101,G,SV,Frog,3,audio,3,E,1
green,41_G_JH_Bee_4.ogg,41,G,JH,Bee,4,audio,3,E,1
red,86_G_ST_Hood_3.ogg,86,G,ST,Hood,3,audio,3,E,1
purple,59_G_MY_Bee_3_NA.ogv,59,G,MY,Bee,3,NA,3,A,1
red,89_G_ST_Mother_2_NA.ogv,89,G,ST,Mother,2,NA,3,A,1
blue,24_G_DS_Frog_1_NA.ogv,24,G,DS,Frog,1,NA,3,A,1
purple,60_G_MY_Bee_4_NF.ogv,60,G,MY,Bee,4,NF,3,B,1
blue,25_G_DS_Frog_2_NF.ogv,25,G,DS,Frog,2,NF,3,B,1
red,85_G_ST_Hood_2_NF.ogv,85,G,ST,Hood,2,NF,3,B,1
grey,112_NG_SV_XX_18_NA.ogv,112,NG,SV,XX,18,NA,3,C,1
yellow,02_NG_CG_XX_2_NA.ogv,2,NG,CG,XX,2,NA,3,C,1
orange,142_NG_VS_XX_11_NA.ogv,142,NG,VS,XX,11,NA,3,C,1
red,82_NG_ST_XX_7_NA.ogv,82,NG,ST,XX,7,NA,3,C,1
none,117_NG_TK_XX_4_NA.ogv,117,NG,TK,XX,4,NA,3,C,1
purple,57_NG_MY_XX_1_NA.ogv,57,NG,MY,XX,1,NA,3,C,1
orange,145_G_VS_Mother_2_NF.ogv,145,G,VS,Mother,2,NF,3,B,1
green,40_G_JH_Bee_3_NF.ogv,40,G,JH,Bee,3,NF,3,B,1
yellow,05_G_CG_Frog_1_NF.ogv,5,G,CG,Frog,1,NF,3,B,1
orange,149_G_VS_Princess_2_NA.ogv,149,G,VS,Princess,2,NA,3,A,1
green,49_G_JH_Hood_4_NA.ogv,49,G,JH,Hood,4,NA,3,A,1
none,114_G_TK_Bee_1_NA.ogv,114,G,TK,Bee,1,NA,3,A,1
blue,31_G_DS_Hood_4.ogg,31,G,DS,Hood,4,audio,3,E,1
none,121_G_TK_Frog_4.ogg,121,G,TK,Frog,4,audio,3,E,1
purple,71_G_MY_Mother_1.ogg,71,G,MY,Mother,1,audio,3,E,1
none,118_NG_TK_XX_5_NF.ogv,118,NG,TK,XX,5,NF,3,D,1
green,38_NG_JH_XX_1_NF.ogv,38,NG,JH,XX,1,NF,3,D,1
purple,68_NG_MY_XX_12_NF.ogv,68,NG,MY,XX,12,NF,3,D,1
