trial_type,onset,perfect
fix,669.360494,678.360494
movie,685.994967,685.360494
NA,,
NA,,
NF,,
NF,,
NF,,
NA,,
NA,,
NA,,
NF,,
NF,,
NF,,
audio,,
audio,,
audio,,
fix,,
audio,,
audio,,
audio,,
NF,,
NF,,
NF,,
NA,,
NA,,
NA,,
NF,,
NF,,
NF,,
NA,,
NA,,
NA,,
fix,,
