trial_type,onset
fix,10756.872673,10765.872673
movie,10774.503784,10772.872673
movie,10780.073890,10779.872673
movie,10786.874928,10786.872673
movie,10793.874983,10793.872673
movie,10800.875065,10800.872673
movie,10807.874838,10807.872673
movie,10814.874410,10814.872673
movie,10821.875012,10821.872673
movie,10828.874621,10828.872673
movie,10835.875406,10835.872673
movie,10842.875186,10842.872673
movie,10849.874783,10849.872673
audio,10856.873272,10856.872673
audio,10863.872701,10863.872673
audio,10870.872794,10870.872673
fix,10877.873537,10877.872673
audio,10893.898795,10893.872673
audio,10900.873209,10900.872673
audio,10907.873278,10907.872673
movie,10914.875317,10914.872673
movie,10921.875055,10921.872673
movie,10928.875430,10928.872673
movie,10935.874679,10935.872673
movie,10942.875391,10942.872673
movie,10949.875232,10949.872673
movie,10956.875368,10956.872673
movie,10963.875666,10963.872673
movie,10970.874961,10970.872673
movie,10977.874982,10977.872673
movie,10984.874845,10984.872673
movie,10991.874479,10991.872673
fix,10998.872910,10998.872673
