trial_type,onset
fix,5636.402411,5645.402411
movie,5652.447965,5652.402411
movie,5659.404440,5659.402411
movie,5666.404301,5666.402411
audio,5673.402970,5673.402411
audio,5680.402527,5680.402411
audio,5687.402581,5687.402411
movie,5694.404033,5694.402411
movie,5701.404611,5701.402411
movie,5708.404305,5708.402411
movie,5715.405127,5715.402411
movie,5722.404914,5722.402411
movie,5729.404492,5729.402411
movie,5736.526332,5736.402411
movie,5743.404744,5743.402411
movie,5750.404395,5750.402411
fix,5757.402864,5757.402411
movie,5773.451689,5773.402411
movie,5780.404304,5780.402411
movie,5787.404023,5787.402411
movie,5794.404167,5794.402411
movie,5801.405165,5801.402411
movie,5808.404926,5808.402411
movie,5815.404657,5815.402411
movie,5822.404511,5822.402411
movie,5829.404920,5829.402411
audio,5836.403078,5836.402411
audio,5843.402529,5843.402411
audio,5850.402827,5850.402411
movie,5857.405346,5857.402411
movie,5864.404787,5864.402411
movie,5871.404908,5871.402411
fix,5878.402582,5878.402411
