trial_type,onset
fix,326291.406837,326300.406837
audio,326307.450261,326307.406837
audio,326314.407397,326314.406837
audio,326321.407291,326321.406837
movie,326328.409191,326328.406837
movie,326335.409634,326335.406837
movie,326342.409144,326342.406837
movie,326349.408900,326349.406837
movie,326356.409274,326356.406837
movie,326363.409014,326363.406837
movie,326370.409190,326370.406837
movie,326377.408550,326377.406837
movie,326384.408627,326384.406837
movie,326391.408865,326391.406837
movie,326398.408818,326398.406837
movie,326405.408920,326405.406837
fix,326412.406917,326412.406837
movie,326428.523588,326428.406837
movie,326435.408764,326435.406837
movie,326442.408835,326442.406837
movie,326449.408817,326449.406837
movie,326456.409130,326456.406837
movie,326463.408743,326463.406837
movie,326470.409162,326470.406837
movie,326477.409138,326477.406837
movie,326484.409656,326484.406837
movie,326491.408973,326491.406837
movie,326498.408983,326498.406837
movie,326505.408996,326505.406837
audio,326512.407201,326512.406837
audio,326519.407152,326519.406837
audio,326526.407561,326526.406837
fix,326533.407244,326533.406837
