color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
yellow,17_G_CG_Princess_1_NF.ogv,17,G,CG,Princess,1,NF,1,B,2
green,47_G_JH_Hood_2_NF.ogv,47,G,JH,Hood,2,NF,1,B,2
grey,97_G_SV_Bee_3_NF.ogv,97,G,SV,Bee,3,NF,1,B,2
green,44_NG_JH_XX_7_NA.ogv,44,NG,JH,XX,7,NA,1,C,2
blue,34_NG_DS_XX_15_NA.ogv,34,NG,DS,XX,15,NA,1,C,2
orange,144_NG_VS_XX_13_NA.ogv,144,NG,VS,XX,13,NA,1,C,2
none,115_NG_TK_XX_2_NF.ogv,115,NG,TK,XX,2,NF,1,D,2
grey,105_NG_SV_XX_11_NF.ogv,105,NG,SV,XX,11,NF,1,D,2
red,90_NG_ST_XX_15_NF.ogv,90,NG,ST,XX,15,NF,1,D,2
green,43_G_JH_Frog_2.ogg,43,G,JH,Frog,2,audio,1,E,2
blue,28_G_DS_Hood_1.ogg,28,G,DS,Hood,1,audio,1,E,2
red,93_G_ST_Princess_2.ogg,93,G,ST,Princess,2,audio,1,E,2
orange,141_G_VS_Hood_2_NA.ogv,141,G,VS,Hood,2,NA,1,A,2
green,51_G_JH_Mother_2_NA.ogv,51,G,JH,Mother,2,NA,1,A,2
purple,66_G_MY_Frog_5_NA.ogv,66,G,MY,Frog,5,NA,1,A,2
red,91_G_ST_Mother_4_NA.ogv,91,G,ST,Mother,4,NA,1,A,2
grey,111_G_SV_Princess_1_NA.ogv,111,G,SV,Princess,1,NA,1,A,2
none,121_G_TK_Frog_4_NA.ogv,121,G,TK,Frog,4,NA,1,A,2
orange,148_G_VS_Princess_1.ogg,148,G,VS,Princess,1,audio,1,E,2
grey,108_G_SV_Mother_2.ogg,108,G,SV,Mother,2,audio,1,E,2
none,118_G_TK_Frog_1.ogg,118,G,TK,Frog,1,audio,1,E,2
purple,65_NG_MY_XX_9_NF.ogv,65,NG,MY,XX,9,NF,1,D,2
blue,20_NG_DS_XX_1_NF.ogv,20,NG,DS,XX,1,NF,1,D,2
green,50_NG_JH_XX_13_NF.ogv,50,NG,JH,XX,13,NF,1,D,2
purple,64_NG_MY_XX_8_NA.ogv,64,NG,MY,XX,8,NA,1,C,2
yellow,04_NG_CG_XX_4_NA.ogv,4,NG,CG,XX,4,NA,1,C,2
none,114_NG_TK_XX_1_NA.ogv,114,NG,TK,XX,1,NA,1,C,2
purple,67_G_MY_Hood_1_NF.ogv,67,G,MY,Hood,1,NF,1,B,2
orange,137_G_VS_Frog_2_NF.ogv,137,G,VS,Frog,2,NF,1,B,2
blue,37_G_DS_Princess_3_NF.ogv,37,G,DS,Princess,3,NF,1,B,2
