trial_type,onset
fix,1564.447608,1573.447608
movie,1581.674554,1580.447608
movie,1587.649293,1587.447608
movie,1594.450145,1594.447608
movie,1601.450030,1601.447608
movie,1608.449204,1608.447608
movie,1615.449800,1615.447608
movie,1622.449405,1622.447608
movie,1629.449565,1629.447608
movie,1636.450105,1636.447608
movie,1643.450510,1643.447608
movie,1650.501639,1650.447608
movie,1657.449737,1657.447608
audio,1664.448449,1664.447608
audio,1671.448150,1671.447608
audio,1678.447623,1678.447608
fix,1685.448473,1685.447608
audio,1701.468593,1701.447608
audio,1708.448158,1708.447608
audio,1715.448058,1715.447608
movie,1722.449807,1722.447608
movie,1729.450065,1729.447608
movie,1736.450033,1736.447608
movie,1743.450187,1743.447608
movie,1750.449787,1750.447608
movie,1757.450029,1757.447608
movie,1764.450267,1764.447608
movie,1771.450228,1771.447608
movie,1778.449961,1778.447608
movie,1785.603688,1785.447608
movie,1792.449461,1792.447608
movie,1799.449458,1799.447608
fix,1806.448116,1806.447608
