trial_type,onset
fix,168197.853802,168206.853802
movie,168214.765251,168213.853802
movie,168220.986936,168220.853802
movie,168227.856054,168227.853802
movie,168234.856209,168234.853802
movie,168241.856243,168241.853802
movie,168248.856539,168248.853802
movie,168255.855678,168255.853802
movie,168262.855930,168262.853802
movie,168269.856082,168269.853802
movie,168276.856238,168276.853802
movie,168283.855628,168283.853802
movie,168290.856410,168290.853802
audio,168297.854372,168297.853802
audio,168304.854307,168304.853802
audio,168311.854020,168311.853802
fix,168318.854272,168318.853802
audio,168334.879213,168334.853802
audio,168341.854127,168341.853802
audio,168348.854437,168348.853802
movie,168355.856115,168355.853802
movie,168362.855849,168362.853802
movie,168369.856148,168369.853802
movie,168376.855996,168376.853802
movie,168383.855757,168383.853802
movie,168390.855812,168390.853802
movie,168397.856303,168397.853802
movie,168404.855947,168404.853802
movie,168411.855916,168411.853802
movie,168418.856707,168418.853802
movie,168425.855992,168425.853802
movie,168432.855947,168432.853802
fix,168439.853971,168439.853802
