color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
purple,62_G_MY_Frog_1_NF.ogv,62,G,MY,Frog,1,NF,1,B,4
red,87_G_ST_Hood_4_NF.ogv,87,G,ST,Hood,4,NF,1,B,4
orange,132_G_VS_Bee_1_NF.ogv,132,G,VS,Bee,1,NF,1,B,4
none,119_NG_TK_XX_6_NA.ogv,119,NG,TK,XX,6,NA,1,C,4
purple,59_NG_MY_XX_3_NA.ogv,59,NG,MY,XX,3,NA,1,C,4
yellow,09_NG_CG_XX_9_NA.ogv,9,NG,CG,XX,9,NA,1,C,4
blue,35_NG_DS_XX_16_NF.ogv,35,NG,DS,XX,16,NF,1,D,4
green,45_NG_JH_XX_8_NF.ogv,45,NG,JH,XX,8,NF,1,D,4
purple,70_NG_MY_XX_14_NF.ogv,70,NG,MY,XX,14,NF,1,D,4
red,88_G_ST_Mother_1.ogg,88,G,ST,Mother,1,audio,1,E,4
purple,68_G_MY_Hood_2.ogg,68,G,MY,Hood,2,audio,1,E,4
grey,98_G_SV_Bee_4.ogg,98,G,SV,Bee,4,audio,1,E,4
purple,71_G_MY_Mother_1_NA.ogv,71,G,MY,Mother,1,NA,1,A,4
grey,111_G_SV_Princess_1_NA.ogv,111,G,SV,Princess,1,NA,1,A,4
yellow,11_G_CG_Hood_3_NA.ogv,11,G,CG,Hood,3,NA,1,A,4
none,121_G_TK_Frog_4_NA.ogv,121,G,TK,Frog,4,NA,1,A,4
blue,36_G_DS_Princess_2_NA.ogv,36,G,DS,Princess,2,NA,1,A,4
green,51_G_JH_Mother_2_NA.ogv,51,G,JH,Mother,2,NA,1,A,4
green,48_G_JH_Hood_3.ogg,48,G,JH,Hood,3,audio,1,E,4
yellow,18_G_CG_Princess_2.ogg,18,G,CG,Princess,2,audio,1,E,4
orange,133_G_VS_Bee_2.ogg,133,G,VS,Bee,2,audio,1,E,4
red,80_NG_ST_XX_5_NF.ogv,80,NG,ST,XX,5,NF,1,D,4
grey,110_NG_SV_XX_16_NF.ogv,110,NG,SV,XX,16,NF,1,D,4
none,125_NG_TK_XX_12_NF.ogv,125,NG,TK,XX,12,NF,1,D,4
green,54_NG_JH_XX_17_NA.ogv,54,NG,JH,XX,17,NA,1,C,4
red,84_NG_ST_XX_9_NA.ogv,84,NG,ST,XX,9,NA,1,C,4
blue,34_NG_DS_XX_15_NA.ogv,34,NG,DS,XX,15,NA,1,C,4
grey,102_G_SV_Frog_4_NF.ogv,102,G,SV,Frog,4,NF,1,B,4
none,127_G_TK_Mother_2_NF.ogv,127,G,TK,Mother,2,NF,1,B,4
yellow,02_G_CG_Bee_2_NF.ogv,2,G,CG,Bee,2,NF,1,B,4
