color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
green,40_G_JH_Bee_3_NF.ogv,40,G,JH,Bee,3,NF,3,B,2
grey,110_G_SV_Mother_4_NF.ogv,110,G,SV,Mother,4,NF,3,B,2
blue,25_G_DS_Frog_2_NF.ogv,25,G,DS,Frog,2,NF,3,B,2
orange,142_NG_VS_XX_11_NA.ogv,142,NG,VS,XX,11,NA,3,C,2
yellow,02_NG_CG_XX_2_NA.ogv,2,NG,CG,XX,2,NA,3,C,2
red,82_NG_ST_XX_7_NA.ogv,82,NG,ST,XX,7,NA,3,C,2
yellow,13_NG_CG_XX_13_NF.ogv,13,NG,CG,XX,13,NF,3,D,2
none,123_NG_TK_XX_10_NF.ogv,123,NG,TK,XX,10,NF,3,D,2
purple,58_NG_MY_XX_2_NF.ogv,58,NG,MY,XX,2,NF,3,D,2
green,41_G_JH_Bee_4.ogg,41,G,JH,Bee,4,audio,3,E,2
grey,111_G_SV_Princess_1.ogg,111,G,SV,Princess,1,audio,3,E,2
none,126_G_TK_Mother_1.ogg,126,G,TK,Mother,1,audio,3,E,2
yellow,19_G_CG_Princess_3_NA.ogv,19,G,CG,Princess,3,NA,3,A,2
green,39_G_JH_Bee_2_NA.ogv,39,G,JH,Bee,2,NA,3,A,2
purple,64_G_MY_Frog_3_NA.ogv,64,G,MY,Frog,3,NA,3,A,2
none,119_G_TK_Frog_2_NA.ogv,119,G,TK,Frog,2,NA,3,A,2
blue,34_G_DS_Mother_3_NA.ogv,34,G,DS,Mother,3,NA,3,A,2
grey,104_G_SV_Hood_2_NA.ogv,104,G,SV,Hood,2,NA,3,A,2
yellow,01_G_CG_Bee_1.ogg,1,G,CG,Bee,1,audio,3,E,2
red,91_G_ST_Mother_4.ogg,91,G,ST,Mother,4,audio,3,E,2
blue,31_G_DS_Hood_4.ogg,31,G,DS,Hood,4,audio,3,E,2
red,83_NG_ST_XX_8_NF.ogv,83,NG,ST,XX,8,NF,3,D,2
orange,138_NG_VS_XX_7_NF.ogv,138,NG,VS,XX,7,NF,3,D,2
grey,108_NG_SV_XX_14_NF.ogv,108,NG,SV,XX,14,NF,3,D,2
green,52_NG_JH_XX_15_NA.ogv,52,NG,JH,XX,15,NA,3,C,2
blue,32_NG_DS_XX_13_NA.ogv,32,NG,DS,XX,13,NA,3,C,2
purple,67_NG_MY_XX_11_NA.ogv,67,NG,MY,XX,11,NA,3,C,2
yellow,10_G_CG_Hood_2_NF.ogv,10,G,CG,Hood,2,NF,3,B,2
none,115_G_TK_Bee_2_NF.ogv,115,G,TK,Bee,2,NF,3,B,2
orange,145_G_VS_Mother_2_NF.ogv,145,G,VS,Mother,2,NF,3,B,2
