trial_type,onset
fix,298795.358835,298804.358835
movie,298811.453475,298811.358835
movie,298818.361233,298818.358835
movie,298825.360718,298825.358835
movie,298832.361516,298832.358835
movie,298839.360722,298839.358835
movie,298846.360835,298846.358835
movie,298853.361482,298853.358835
movie,298860.360979,298860.358835
movie,298867.360936,298867.358835
movie,298874.361209,298874.358835
movie,298881.360858,298881.358835
movie,298888.361474,298888.358835
audio,298895.358961,298895.358835
audio,298902.358900,298902.358835
audio,298909.359458,298909.358835
fix,298916.359458,298916.358835
audio,298932.394093,298932.358835
audio,298939.359406,298939.358835
audio,298946.359421,298946.358835
movie,298953.361264,298953.358835
movie,298960.361567,298960.358835
movie,298967.361232,298967.358835
movie,298974.361038,298974.358835
movie,298981.361056,298981.358835
movie,298988.361240,298988.358835
movie,298995.361601,298995.358835
movie,299002.360881,299002.358835
movie,299009.516487,299009.358835
movie,299016.360960,299016.358835
movie,299023.361023,299023.358835
movie,299030.360965,299030.358835
fix,299037.359234,299037.358835
