color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
yellow,11_G_CG_Hood_3.ogg,11,G,CG,Hood,3,audio,3,E,4
purple,66_G_MY_Frog_5.ogg,66,G,MY,Frog,5,audio,3,E,4
grey,96_G_SV_Bee_2.ogg,96,G,SV,Bee,2,audio,3,E,4
red,84_G_ST_Hood_1_NA.ogv,84,G,ST,Hood,1,NA,3,A,4
yellow,19_G_CG_Princess_3_NA.ogv,19,G,CG,Princess,3,NA,3,A,4
purple,74_G_MY_Mother_4_NA.ogv,74,G,MY,Mother,4,NA,3,A,4
grey,105_G_SV_Hood_3_NF.ogv,105,G,SV,Hood,3,NF,3,B,4
red,90_G_ST_Mother_3_NF.ogv,90,G,ST,Mother,3,NF,3,B,4
green,55_G_JH_Princess_2_NF.ogv,55,G,JH,Princess,2,NF,3,B,4
yellow,12_NG_CG_XX_12_NA.ogv,12,NG,CG,XX,12,NA,3,C,4
green,42_NG_JH_XX_5_NA.ogv,42,NG,JH,XX,5,NA,3,C,4
blue,37_NG_DS_XX_18_NA.ogv,37,NG,DS,XX,18,NA,3,C,4
blue,28_NG_DS_XX_9_NF.ogv,28,NG,DS,XX,9,NF,3,D,4
yellow,18_NG_CG_XX_18_NF.ogv,18,NG,CG,XX,18,NF,3,D,4
orange,133_NG_VS_XX_2_NF.ogv,133,NG,VS,XX,2,NF,3,D,4
grey,108_NG_SV_XX_14_NF.ogv,108,NG,SV,XX,14,NF,3,D,4
purple,73_NG_MY_XX_17_NF.ogv,73,NG,MY,XX,17,NF,3,D,4
red,83_NG_ST_XX_8_NF.ogv,83,NG,ST,XX,8,NF,3,D,4
orange,132_NG_VS_XX_1_NA.ogv,132,NG,VS,XX,1,NA,3,C,4
purple,72_NG_MY_XX_16_NA.ogv,72,NG,MY,XX,16,NA,3,C,4
grey,107_NG_SV_XX_13_NA.ogv,107,NG,SV,XX,13,NA,3,C,4
none,115_G_TK_Bee_2_NF.ogv,115,G,TK,Bee,2,NF,3,B,4
blue,35_G_DS_Princess_1_NF.ogv,35,G,DS,Princess,1,NF,3,B,4
yellow,10_G_CG_Hood_2_NF.ogv,10,G,CG,Hood,2,NF,3,B,4
green,44_G_JH_Frog_3_NA.ogv,44,G,JH,Frog,3,NA,3,A,4
blue,29_G_DS_Hood_2_NA.ogv,29,G,DS,Hood,2,NA,3,A,4
grey,109_G_SV_Mother_3_NA.ogv,109,G,SV,Mother,3,NA,3,A,4
red,81_G_ST_Frog_2.ogg,81,G,ST,Frog,2,audio,3,E,4
green,46_G_JH_Hood_1.ogg,46,G,JH,Hood,1,audio,3,E,4
none,131_G_TK_Princess_2.ogg,131,G,TK,Princess,2,audio,3,E,4
