trial_type,onset
fix,346751.832422,346760.832422
movie,346767.988723,346767.832422
movie,346774.835162,346774.832422
movie,346781.834660,346781.832422
movie,346788.834629,346788.832422
movie,346795.834258,346795.832422
movie,346802.834253,346802.832422
movie,346809.835412,346809.832422
movie,346816.834981,346816.832422
movie,346823.834574,346823.832422
audio,346830.832658,346830.832422
audio,346837.832822,346837.832422
audio,346844.832540,346844.832422
movie,346851.834708,346851.832422
movie,346858.835371,346858.832422
movie,346865.834494,346865.832422
fix,346872.832544,346872.832422
movie,346888.917540,346888.832422
movie,346895.960756,346895.832422
movie,346902.834485,346902.832422
audio,346909.832557,346909.832422
audio,346916.832690,346916.832422
audio,346923.832912,346923.832422
movie,346930.834677,346930.832422
movie,346937.833992,346937.832422
movie,346944.834923,346944.832422
movie,346951.834197,346951.832422
movie,346958.834948,346958.832422
movie,346965.834219,346965.832422
movie,346972.835264,346972.832422
movie,346979.834532,346979.832422
movie,346986.835082,346986.832422
fix,346993.832830,346993.832422
