trial_type,onset
fix,8564.422385,8573.422385
movie,8580.534085,8580.422385
movie,8587.424882,8587.422385
movie,8594.424189,8594.422385
movie,8601.425111,8601.422385
movie,8608.424139,8608.422385
movie,8615.424813,8615.422385
movie,8622.424462,8622.422385
movie,8629.424814,8629.422385
movie,8636.424705,8636.422385
movie,8643.425070,8643.422385
movie,8650.424968,8650.422385
movie,8657.424772,8657.422385
audio,8664.423026,8664.422385
audio,8671.422523,8671.422385
audio,8678.422740,8678.422385
fix,8685.422965,8685.422385
audio,8701.457349,8701.422385
audio,8708.422653,8708.422385
audio,8715.422782,8715.422385
movie,8722.424985,8722.422385
movie,8729.424905,8729.422385
movie,8736.424802,8736.422385
movie,8743.424396,8743.422385
movie,8750.424499,8750.422385
movie,8757.424146,8757.422385
movie,8764.424610,8764.422385
movie,8771.424850,8771.422385
movie,8778.424720,8778.422385
movie,8785.424898,8785.422385
movie,8792.425061,8792.422385
movie,8799.424756,8799.422385
fix,8806.422873,8806.422385
