trial_type,onset
fix,13186.802152,13195.802152
movie,13202.871886,13202.802152
movie,13209.805211,13209.802152
movie,13216.803898,13216.802152
audio,13223.802997,13223.802152
audio,13230.802422,13230.802152
audio,13237.802164,13237.802152
movie,13244.804561,13244.802152
movie,13251.804658,13251.802152
movie,13258.804117,13258.802152
movie,13265.804125,13265.802152
movie,13272.803929,13272.802152
movie,13279.804276,13279.802152
movie,13286.804185,13286.802152
movie,13293.805065,13293.802152
movie,13300.804228,13300.802152
fix,13307.802669,13307.802152
movie,13323.859448,13323.802152
movie,13330.804446,13330.802152
movie,13337.804078,13337.802152
movie,13344.804235,13344.802152
movie,13351.804815,13351.802152
movie,13358.804220,13358.802152
movie,13365.804568,13365.802152
movie,13372.804113,13372.802152
movie,13379.804475,13379.802152
audio,13386.802766,13386.802152
audio,13393.802588,13393.802152
audio,13400.802220,13400.802152
movie,13407.804686,13407.802152
movie,13414.805134,13414.802152
movie,13421.805319,13421.802152
fix,13428.802205,13428.802152
