trial_type,onset
fix,12259.007198,12268.007198
movie,12275.116671,12275.007198
movie,12282.010034,12282.007198
movie,12289.009647,12289.007198
movie,12296.010054,12296.007198
movie,12303.010144,12303.007198
movie,12310.009837,12310.007198
audio,12317.007973,12317.007198
audio,12324.007741,12324.007198
audio,12331.007278,12331.007198
movie,12338.009710,12338.007198
movie,12345.009510,12345.007198
movie,12352.009269,12352.007198
movie,12359.009472,12359.007198
movie,12366.009333,12366.007198
movie,12373.009889,12373.007198
fix,12380.007922,12380.007198
movie,12396.116478,12396.007198
movie,12403.009325,12403.007198
movie,12410.010087,12410.007198
movie,12417.009684,12417.007198
movie,12424.009806,12424.007198
movie,12431.009099,12431.007198
audio,12438.007659,12438.007198
audio,12445.007448,12445.007198
audio,12452.007274,12452.007198
movie,12459.008981,12459.007198
movie,12466.009783,12466.007198
movie,12473.009701,12473.007198
movie,12480.009292,12480.007198
movie,12487.009362,12487.007198
movie,12494.009536,12494.007198
fix,12501.007609,12501.007198
