trial_type,onset
fix,298160.875705,298169.875705
movie,298176.998094,298176.875705
movie,298183.878547,298183.875705
movie,298190.878114,298190.875705
movie,298197.878137,298197.875705
movie,298204.878021,298204.875705
movie,298211.878450,298211.875705
audio,298218.876752,298218.875705
audio,298225.876270,298225.875705
audio,298232.876328,298232.875705
movie,298239.877820,298239.875705
movie,298246.877532,298246.875705
movie,298253.878004,298253.875705
movie,298260.878337,298260.875705
movie,298267.878214,298267.875705
movie,298274.877823,298274.875705
fix,298281.876502,298281.875705
movie,298297.978532,298297.875705
movie,298304.877910,298304.875705
movie,298311.877988,298311.875705
movie,298318.877651,298318.875705
movie,298325.878424,298325.875705
movie,298332.877957,298332.875705
audio,298339.875796,298339.875705
audio,298346.876278,298346.875705
audio,298353.876065,298353.875705
movie,298360.877548,298360.875705
movie,298367.878644,298367.875705
movie,298374.878575,298374.875705
movie,298381.878555,298381.875705
movie,298388.877844,298388.875705
movie,298395.878174,298395.875705
fix,298402.875932,298402.875705
