color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
red,80_NG_ST_XX_5_NA.ogv,80,NG,ST,XX,5,NA,5,C,5
orange,135_NG_VS_XX_4_NA.ogv,135,NG,VS,XX,4,NA,5,C,5
none,120_NG_TK_XX_7_NA.ogv,120,NG,TK,XX,7,NA,5,C,5
grey,101_NG_SV_XX_7_NF.ogv,101,NG,SV,XX,7,NF,5,D,5
red,91_NG_ST_XX_16_NF.ogv,91,NG,ST,XX,16,NF,5,D,5
purple,61_NG_MY_XX_5_NF.ogv,61,NG,MY,XX,5,NF,5,D,5
yellow,09_G_CG_Hood_1.ogg,9,G,CG,Hood,1,audio,5,E,5
grey,109_G_SV_Mother_3.ogg,109,G,SV,Mother,3,audio,5,E,5
blue,24_G_DS_Frog_1.ogg,24,G,DS,Frog,1,audio,5,E,5
none,127_G_TK_Mother_2_NA.ogv,127,G,TK,Mother,2,NA,5,A,5
green,42_G_JH_Frog_1_NA.ogv,42,G,JH,Frog,1,NA,5,A,5
purple,67_G_MY_Hood_1_NA.ogv,67,G,MY,Hood,1,NA,5,A,5
orange,133_G_VS_Bee_2_NF.ogv,133,G,VS,Bee,2,NF,5,B,5
red,93_G_ST_Princess_2_NF.ogv,93,G,ST,Princess,2,NF,5,B,5
purple,63_G_MY_Frog_2_NF.ogv,63,G,MY,Frog,2,NF,5,B,5
grey,103_G_SV_Hood_1_NF.ogv,103,G,SV,Hood,1,NF,5,B,5
none,118_G_TK_Frog_1_NF.ogv,118,G,TK,Frog,1,NF,5,B,5
yellow,03_G_CG_Bee_3_NF.ogv,3,G,CG,Bee,3,NF,5,B,5
grey,102_G_SV_Frog_4_NA.ogv,102,G,SV,Frog,4,NA,5,A,5
yellow,02_G_CG_Bee_2_NA.ogv,2,G,CG,Bee,2,NA,5,A,5
red,92_G_ST_Princess_1_NA.ogv,92,G,ST,Princess,1,NA,5,A,5
purple,74_G_MY_Mother_4.ogg,74,G,MY,Mother,4,audio,5,E,5
red,79_G_ST_Bee_4.ogg,79,G,ST,Bee,4,audio,5,E,5
orange,139_G_VS_Frog_4.ogg,139,G,VS,Frog,4,audio,5,E,5
yellow,16_NG_CG_XX_16_NF.ogv,16,NG,CG,XX,16,NF,5,D,5
blue,36_NG_DS_XX_17_NF.ogv,36,NG,DS,XX,17,NF,5,D,5
orange,146_NG_VS_XX_15_NF.ogv,146,NG,VS,XX,15,NF,5,D,5
blue,25_NG_DS_XX_6_NA.ogv,25,NG,DS,XX,6,NA,5,C,5
grey,110_NG_SV_XX_16_NA.ogv,110,NG,SV,XX,16,NA,5,C,5
purple,60_NG_MY_XX_4_NA.ogv,60,NG,MY,XX,4,NA,5,C,5
