trial_type,onset
fix,335350.066233,335359.066233
movie,335366.171900,335366.066233
movie,335373.068542,335373.066233
movie,335380.068737,335380.066233
movie,335387.069042,335387.066233
movie,335394.068400,335394.066233
movie,335401.068647,335401.066233
movie,335408.069285,335408.066233
movie,335415.069003,335415.066233
movie,335422.068711,335422.066233
movie,335429.068566,335429.066233
movie,335436.068552,335436.066233
movie,335443.068869,335443.066233
audio,335450.066750,335450.066233
audio,335457.066737,335457.066233
audio,335464.066400,335464.066233
fix,335471.066379,335471.066233
audio,335487.100306,335487.066233
audio,335494.066270,335494.066233
audio,335501.066819,335501.066233
movie,335508.068573,335508.066233
movie,335515.067740,335515.066233
movie,335522.068191,335522.066233
movie,335529.068014,335529.066233
movie,335536.068635,335536.066233
movie,335543.068657,335543.066233
movie,335550.068009,335550.066233
movie,335557.067960,335557.066233
movie,335564.068622,335564.066233
movie,335571.233894,335571.066233
movie,335578.068273,335578.066233
movie,335585.068437,335585.066233
fix,335592.066348,335592.066233
