file,manner,path,agent,itemset,blocktype,blocknum, trialnum
halfrotate_past_5.mp4,halfrotate,past,5,X,A,1, 1
stopstart_behind_5.mp4,stopstart,behind,5,X,A,1, 2
bounce_under_5.mp4,bounce,under,5,X,A,1, 3
vibrate_underfar_5.mp4,vibrate,underfar,5,X,A,1, 4
rotate_circle_1.mp4,rotate,circle,1,W,D,2, 5
rock_to_3.mp4,rock,to,3,W,D,2, 6
sine_tofar_2.mp4,sine,tofar,2,W,D,2, 7
wheelie_onto_8.mp4,wheelie,onto,8,W,D,2, 8
none_loc7_4.mp4,none,loc7,4,Z,C,3, 9
none_loc8_7.mp4,none,loc8,7,Z,C,3, 10
none_loc5_5.mp4,none,loc5,5,Z,C,3, 11
none_loc6_6.mp4,none,loc6,6,Z,C,3, 12
sine_tofar_1.mp4,sine,tofar,1,W,S,4, 13
sine_tofar_1.mp4,sine,tofar,1,W,S,4, 14
sine_tofar_1.mp4,sine,tofar,1,W,S,4, 15
sine_tofar_1.mp4,sine,tofar,1,W,S,4, 16
halfrotate_behind_6.mp4,halfrotate,behind,6,X,M,5, 17
halfrotate_past_4.mp4,halfrotate,past,4,X,M,5, 18
halfrotate_under_5.mp4,halfrotate,under,5,X,M,5, 19
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,M,5, 20
wheelie_to_8.mp4,wheelie,to,8,W,P,6, 21
sine_to_1.mp4,sine,to,1,W,P,6, 22
rotate_to_3.mp4,rotate,to,3,W,P,6, 23
rock_to_2.mp4,rock,to,2,W,P,6, 24
vibrate_past_5.mp4,vibrate,past,5,X,P,7, 25
stopstart_past_4.mp4,stopstart,past,4,X,P,7, 26
halfrotate_past_6.mp4,halfrotate,past,6,X,P,7, 27
bounce_past_7.mp4,bounce,past,7,X,P,7, 28
rotate_onto_1.mp4,rotate,onto,1,W,M,8, 29
rotate_to_2.mp4,rotate,to,2,W,M,8, 30
rotate_tofar_3.mp4,rotate,tofar,3,W,M,8, 31
rotate_circle_8.mp4,rotate,circle,8,W,M,8, 32
vibrate_underfar_6.mp4,vibrate,underfar,6,X,S,9, 33
vibrate_underfar_6.mp4,vibrate,underfar,6,X,S,9, 34
vibrate_underfar_6.mp4,vibrate,underfar,6,X,S,9, 35
vibrate_underfar_6.mp4,vibrate,underfar,6,X,S,9, 36
none_loc1_3.mp4,none,loc1,3,Y,C,10, 37
none_loc3_8.mp4,none,loc3,8,Y,C,10, 38
none_loc4_1.mp4,none,loc4,1,Y,C,10, 39
none_loc2_2.mp4,none,loc2,2,Y,C,10, 40
halfrotate_behind_7.mp4,halfrotate,behind,7,X,D,11, 41
bounce_underfar_4.mp4,bounce,underfar,4,X,D,11, 42
vibrate_past_6.mp4,vibrate,past,6,X,D,11, 43
stopstart_under_5.mp4,stopstart,under,5,X,D,11, 44
sine_tofar_8.mp4,sine,tofar,8,W,A,12, 45
rock_to_8.mp4,rock,to,8,W,A,12, 46
wheelie_circle_8.mp4,wheelie,circle,8,W,A,12, 47
rotate_onto_8.mp4,rotate,onto,8,W,A,12, 48
