trial_type,measured_onset,perfect_onset,trialnum
fix,83081.403994,83090.903994, 
realTrial,83097.656000,83097.403994, 1
realTrial,83103.905798,83103.903994, 2
realTrial,83110.405165,83110.403994, 3
realTrial,83116.905424,83116.903994, 4
realTrial,83123.405833,83123.403994, 5
realTrial,83129.905480,83129.903994, 6
realTrial,83136.405341,83136.403994, 7
realTrial,83142.905627,83142.903994, 8
realTrial,83149.405325,83149.403994, 9
realTrial,83155.905403,83155.903994, 10
realTrial,83162.405405,83162.403994, 11
realTrial,83168.905233,83168.903994, 12
realTrial,83175.405730,83175.403994, 13
realTrial,83181.905467,83181.903994, 14
realTrial,83188.405668,83188.403994, 15
realTrial,83194.905242,83194.903994, 16
realTrial,83201.405585,83201.403994, 17
realTrial,83207.905459,83207.903994, 18
realTrial,83214.405437,83214.403994, 19
realTrial,83220.905650,83220.903994, 20
realTrial,83227.405375,83227.403994, 21
realTrial,83233.905535,83233.903994, 22
realTrial,83240.405376,83240.403994, 23
realTrial,83246.905542,83246.903994, 24
fix,83253.404783,83253.403994, 
realTrial,83269.486202,83269.403994, 25
realTrial,83275.905426,83275.903994, 26
realTrial,83282.405565,83282.403994, 27
realTrial,83288.905679,83288.903994, 28
realTrial,83295.405462,83295.403994, 29
realTrial,83301.905185,83301.903994, 30
realTrial,83308.405529,83308.403994, 31
realTrial,83314.905386,83314.903994, 32
realTrial,83321.405349,83321.403994, 33
realTrial,83327.905347,83327.903994, 34
realTrial,83334.405564,83334.403994, 35
realTrial,83340.905395,83340.903994, 36
realTrial,83347.405431,83347.403994, 37
realTrial,83353.905432,83353.903994, 38
realTrial,83360.405418,83360.403994, 39
realTrial,83366.905486,83366.903994, 40
realTrial,83373.405337,83373.403994, 41
realTrial,83379.905561,83379.903994, 42
realTrial,83386.405684,83386.403994, 43
realTrial,83392.905695,83392.903994, 44
realTrial,83399.405291,83399.403994, 45
realTrial,83405.905531,83405.903994, 46
realTrial,83412.405219,83412.403994, 47
realTrial,83418.905331,83418.903994, 48
fix,83425.404184,83425.403994, 
