trial_type,measured_onset,perfect_onset,trialnum
fix,113891.690417,113901.190417, 
realTrial,113907.755970,113907.690417, 1
realTrial,113914.192175,113914.190417, 2
realTrial,113920.691943,113920.690417, 3
realTrial,113927.191746,113927.190417, 4
realTrial,113933.692163,113933.690417, 5
realTrial,113940.191905,113940.190417, 6
realTrial,113946.691827,113946.690417, 7
realTrial,113953.191722,113953.190417, 8
realTrial,113959.691934,113959.690417, 9
realTrial,113966.192085,113966.190417, 10
realTrial,113972.691689,113972.690417, 11
realTrial,113979.191743,113979.190417, 12
realTrial,113985.691930,113985.690417, 13
realTrial,113992.191901,113992.190417, 14
realTrial,113998.692055,113998.690417, 15
realTrial,114005.191695,114005.190417, 16
realTrial,114011.691880,114011.690417, 17
realTrial,114018.191687,114018.190417, 18
realTrial,114024.692149,114024.690417, 19
realTrial,114031.192123,114031.190417, 20
realTrial,114037.692012,114037.690417, 21
realTrial,114044.191846,114044.190417, 22
realTrial,114050.691957,114050.690417, 23
realTrial,114057.192026,114057.190417, 24
fix,114063.690449,114063.690417, 
realTrial,114079.768503,114079.690417, 25
realTrial,114086.192077,114086.190417, 26
realTrial,114092.691710,114092.690417, 27
realTrial,114099.191974,114099.190417, 28
realTrial,114105.691732,114105.690417, 29
realTrial,114112.192005,114112.190417, 30
realTrial,114118.691687,114118.690417, 31
realTrial,114125.191855,114125.190417, 32
realTrial,114131.691941,114131.690417, 33
realTrial,114138.191926,114138.190417, 34
realTrial,114144.692093,114144.690417, 35
realTrial,114151.191748,114151.190417, 36
realTrial,114157.691787,114157.690417, 37
realTrial,114164.191837,114164.190417, 38
realTrial,114170.691998,114170.690417, 39
realTrial,114177.191787,114177.190417, 40
realTrial,114183.691727,114183.690417, 41
realTrial,114190.191843,114190.190417, 42
realTrial,114196.692081,114196.690417, 43
realTrial,114203.191650,114203.190417, 44
realTrial,114209.691968,114209.690417, 45
realTrial,114216.192044,114216.190417, 46
realTrial,114222.692019,114222.690417, 47
realTrial,114229.191664,114229.190417, 48
fix,114235.690501,114235.690417, 
