trial_type,measured_onset,perfect_onset,trialnum
fix,123744.717321,123754.217321, 
realTrial,123760.802043,123760.717321, 1
realTrial,123767.218766,123767.217321, 2
realTrial,123773.718667,123773.717321, 3
realTrial,123780.218715,123780.217321, 4
realTrial,123786.718976,123786.717321, 5
realTrial,123793.218650,123793.217321, 6
realTrial,123799.718907,123799.717321, 7
realTrial,123806.218632,123806.217321, 8
realTrial,123812.718732,123812.717321, 9
realTrial,123819.218921,123819.217321, 10
realTrial,123825.718915,123825.717321, 11
realTrial,123832.218764,123832.217321, 12
realTrial,123838.718493,123838.717321, 13
realTrial,123845.218652,123845.217321, 14
realTrial,123851.718579,123851.717321, 15
realTrial,123858.219349,123858.217321, 16
realTrial,123864.718686,123864.717321, 17
realTrial,123871.218921,123871.217321, 18
realTrial,123877.718734,123877.717321, 19
realTrial,123884.218533,123884.217321, 20
realTrial,123890.718750,123890.717321, 21
realTrial,123897.218787,123897.217321, 22
realTrial,123903.718625,123903.717321, 23
realTrial,123910.218883,123910.217321, 24
fix,123916.717603,123916.717321, 
realTrial,123932.815408,123932.717321, 25
realTrial,123939.218979,123939.217321, 26
realTrial,123945.718808,123945.717321, 27
realTrial,123952.218572,123952.217321, 28
realTrial,123958.718933,123958.717321, 29
realTrial,123965.218923,123965.217321, 30
realTrial,123971.718772,123971.717321, 31
realTrial,123978.218584,123978.217321, 32
realTrial,123984.718747,123984.717321, 33
realTrial,123991.218937,123991.217321, 34
realTrial,123997.718525,123997.717321, 35
realTrial,124004.218749,124004.217321, 36
realTrial,124010.718900,124010.717321, 37
realTrial,124017.218841,124017.217321, 38
realTrial,124023.718648,124023.717321, 39
realTrial,124030.218658,124030.217321, 40
realTrial,124036.718628,124036.717321, 41
realTrial,124043.218771,124043.217321, 42
realTrial,124049.718734,124049.717321, 43
realTrial,124056.219004,124056.217321, 44
realTrial,124062.718582,124062.717321, 45
realTrial,124069.218960,124069.217321, 46
realTrial,124075.719024,124075.717321, 47
realTrial,124082.218843,124082.217321, 48
fix,124088.717697,124088.717321, 
