trial_type,measured_onset,perfect_onset,trialnum
fix,81555.800068,81565.300068, 
realTrial,81571.875676,81571.800068, 1
realTrial,81578.301728,81578.300068, 2
realTrial,81584.801475,81584.800068, 3
realTrial,81591.301247,81591.300068, 4
realTrial,81597.801869,81597.800068, 5
realTrial,81604.301650,81604.300068, 6
realTrial,81610.801323,81610.800068, 7
realTrial,81617.301726,81617.300068, 8
realTrial,81623.801532,81623.800068, 9
realTrial,81630.301265,81630.300068, 10
realTrial,81636.801265,81636.800068, 11
realTrial,81643.301442,81643.300068, 12
realTrial,81649.801809,81649.800068, 13
realTrial,81656.301600,81656.300068, 14
realTrial,81662.801280,81662.800068, 15
realTrial,81669.301333,81669.300068, 16
realTrial,81675.801477,81675.800068, 17
realTrial,81682.301672,81682.300068, 18
realTrial,81688.801241,81688.800068, 19
realTrial,81695.301397,81695.300068, 20
realTrial,81701.801399,81701.800068, 21
realTrial,81708.301254,81708.300068, 22
realTrial,81714.801504,81714.800068, 23
realTrial,81721.301346,81721.300068, 24
fix,81727.800443,81727.800068, 
realTrial,81743.866652,81743.800068, 25
realTrial,81750.301405,81750.300068, 26
realTrial,81756.801681,81756.800068, 27
realTrial,81763.301812,81763.300068, 28
realTrial,81769.801575,81769.800068, 29
realTrial,81776.301716,81776.300068, 30
realTrial,81782.801502,81782.800068, 31
realTrial,81789.301490,81789.300068, 32
realTrial,81795.801631,81795.800068, 33
realTrial,81802.301483,81802.300068, 34
realTrial,81808.801556,81808.800068, 35
realTrial,81815.301716,81815.300068, 36
realTrial,81821.801687,81821.800068, 37
realTrial,81828.301662,81828.300068, 38
realTrial,81834.801558,81834.800068, 39
realTrial,81841.301685,81841.300068, 40
realTrial,81847.801540,81847.800068, 41
realTrial,81854.301397,81854.300068, 42
realTrial,81860.801427,81860.800068, 43
realTrial,81867.301822,81867.300068, 44
realTrial,81873.801530,81873.800068, 45
realTrial,81880.301332,81880.300068, 46
realTrial,81886.801371,81886.800068, 47
realTrial,81893.301291,81893.300068, 48
fix,81899.800254,81899.800068, 
