trial_type,measured_onset,perfect_onset,trialnum
fix,105131.598834,105141.098834, 
realTrial,105147.699331,105147.598834, 1
realTrial,105154.101301,105154.098834, 2
realTrial,105160.601520,105160.598834, 3
realTrial,105167.100118,105167.098834, 4
realTrial,105173.601127,105173.598834, 5
realTrial,105180.100579,105180.098834, 6
realTrial,105186.600234,105186.598834, 7
realTrial,105193.100450,105193.098834, 8
realTrial,105199.600453,105199.598834, 9
realTrial,105206.100517,105206.098834, 10
realTrial,105212.600180,105212.598834, 11
realTrial,105219.100223,105219.098834, 12
realTrial,105225.600511,105225.598834, 13
realTrial,105232.100483,105232.098834, 14
realTrial,105238.600412,105238.598834, 15
realTrial,105245.100237,105245.098834, 16
realTrial,105251.600561,105251.598834, 17
realTrial,105258.100104,105258.098834, 18
realTrial,105264.600243,105264.598834, 19
realTrial,105271.100308,105271.098834, 20
realTrial,105277.600353,105277.598834, 21
realTrial,105284.100287,105284.098834, 22
realTrial,105290.600362,105290.598834, 23
realTrial,105297.100160,105297.098834, 24
fix,105303.599033,105303.598834, 
realTrial,105319.718963,105319.598834, 25
realTrial,105326.101218,105326.098834, 26
realTrial,105332.600340,105332.598834, 27
realTrial,105339.100587,105339.098834, 28
realTrial,105345.600161,105345.598834, 29
realTrial,105352.100284,105352.098834, 30
realTrial,105358.600275,105358.598834, 31
realTrial,105365.100190,105365.098834, 32
realTrial,105371.600835,105371.598834, 33
realTrial,105378.100584,105378.098834, 34
realTrial,105384.600542,105384.598834, 35
realTrial,105391.100222,105391.098834, 36
realTrial,105397.600576,105397.598834, 37
realTrial,105404.100241,105404.098834, 38
realTrial,105410.600361,105410.598834, 39
realTrial,105417.100189,105417.098834, 40
realTrial,105423.600490,105423.598834, 41
realTrial,105430.101172,105430.098834, 42
realTrial,105436.600536,105436.598834, 43
realTrial,105443.100264,105443.098834, 44
realTrial,105449.600424,105449.598834, 45
realTrial,105456.100295,105456.098834, 46
realTrial,105462.600159,105462.598834, 47
realTrial,105469.100324,105469.098834, 48
fix,105475.599332,105475.598834, 
