trial_type,measured_onset,perfect_onset,trialnum
fix,63460.993201,63470.493201, 
realTrial,63477.058322,63476.993201, 1
realTrial,63483.494653,63483.493201, 2
realTrial,63489.994566,63489.993201, 3
realTrial,63496.494801,63496.493201, 4
realTrial,63502.995241,63502.993201, 5
realTrial,63509.494458,63509.493201, 6
realTrial,63515.994774,63515.993201, 7
realTrial,63522.494563,63522.493201, 8
realTrial,63528.995039,63528.993201, 9
realTrial,63535.494551,63535.493201, 10
realTrial,63541.994862,63541.993201, 11
realTrial,63548.494820,63548.493201, 12
realTrial,63554.994626,63554.993201, 13
realTrial,63561.494885,63561.493201, 14
realTrial,63567.994677,63567.993201, 15
realTrial,63574.494472,63574.493201, 16
realTrial,63580.994662,63580.993201, 17
realTrial,63587.494592,63587.493201, 18
realTrial,63593.994541,63593.993201, 19
realTrial,63600.494769,63600.493201, 20
realTrial,63606.994930,63606.993201, 21
realTrial,63613.494577,63613.493201, 22
realTrial,63619.994432,63619.993201, 23
realTrial,63626.494853,63626.493201, 24
fix,63632.993496,63632.993201, 
realTrial,63649.067283,63648.993201, 25
realTrial,63655.494722,63655.493201, 26
realTrial,63661.994807,63661.993201, 27
realTrial,63668.494525,63668.493201, 28
realTrial,63674.994544,63674.993201, 29
realTrial,63681.494926,63681.493201, 30
realTrial,63687.994760,63687.993201, 31
realTrial,63694.494523,63694.493201, 32
realTrial,63700.994943,63700.993201, 33
realTrial,63707.494573,63707.493201, 34
realTrial,63713.994519,63713.993201, 35
realTrial,63720.494515,63720.493201, 36
realTrial,63726.994539,63726.993201, 37
realTrial,63733.494794,63733.493201, 38
realTrial,63739.994631,63739.993201, 39
realTrial,63746.494479,63746.493201, 40
realTrial,63752.994475,63752.993201, 41
realTrial,63759.494918,63759.493201, 42
realTrial,63765.994592,63765.993201, 43
realTrial,63772.494756,63772.493201, 44
realTrial,63778.994886,63778.993201, 45
realTrial,63785.494563,63785.493201, 46
realTrial,63791.994559,63791.993201, 47
realTrial,63798.494473,63798.493201, 48
fix,63804.993379,63804.993201, 
