file,manner,path,agent,itemset,blocktype,blocknum, trialnum
halfrotate_behind_7.mp4,halfrotate,behind,7,X,A,1, 1
stopstart_underfar_7.mp4,stopstart,underfar,7,X,A,1, 2
bounce_past_7.mp4,bounce,past,7,X,A,1, 3
vibrate_under_7.mp4,vibrate,under,7,X,A,1, 4
rotate_to_8.mp4,rotate,to,8,W,D,2, 5
rock_onto_1.mp4,rock,onto,1,W,D,2, 6
sine_tofar_2.mp4,sine,tofar,2,W,D,2, 7
wheelie_circle_3.mp4,wheelie,circle,3,W,D,2, 8
none_control8_4.mp4,none,control8,4,Z,C,3, 9
none_control5_6.mp4,none,control5,6,Z,C,3, 10
none_control6_5.mp4,none,control6,5,Z,C,3, 11
none_control7_7.mp4,none,control7,7,Z,C,3, 12
sine_circle_3.mp4,sine,circle,3,W,S,4, 13
sine_circle_3.mp4,sine,circle,3,W,S,4, 14
sine_circle_3.mp4,sine,circle,3,W,S,4, 15
sine_circle_3.mp4,sine,circle,3,W,S,4, 16
vibrate_past_6.mp4,vibrate,past,6,X,M,5, 17
vibrate_under_4.mp4,vibrate,under,4,X,M,5, 18
vibrate_behind_5.mp4,vibrate,behind,5,X,M,5, 19
vibrate_underfar_7.mp4,vibrate,underfar,7,X,M,5, 20
wheelie_tofar_8.mp4,wheelie,tofar,8,W,P,6, 21
rotate_tofar_1.mp4,rotate,tofar,1,W,P,6, 22
rock_tofar_2.mp4,rock,tofar,2,W,P,6, 23
sine_tofar_3.mp4,sine,tofar,3,W,P,6, 24
bounce_under_7.mp4,bounce,under,7,X,P,7, 25
vibrate_under_5.mp4,vibrate,under,5,X,P,7, 26
stopstart_under_4.mp4,stopstart,under,4,X,P,7, 27
halfrotate_under_6.mp4,halfrotate,under,6,X,P,7, 28
rotate_tofar_8.mp4,rotate,tofar,8,W,M,8, 29
rotate_to_1.mp4,rotate,to,1,W,M,8, 30
rotate_circle_2.mp4,rotate,circle,2,W,M,8, 31
rotate_onto_3.mp4,rotate,onto,3,W,M,8, 32
halfrotate_behind_5.mp4,halfrotate,behind,5,X,S,9, 33
halfrotate_behind_5.mp4,halfrotate,behind,5,X,S,9, 34
halfrotate_behind_5.mp4,halfrotate,behind,5,X,S,9, 35
halfrotate_behind_5.mp4,halfrotate,behind,5,X,S,9, 36
none_control2_8.mp4,none,control2,8,Y,C,10, 37
none_control4_2.mp4,none,control4,2,Y,C,10, 38
none_control1_1.mp4,none,control1,1,Y,C,10, 39
none_control3_3.mp4,none,control3,3,Y,C,10, 40
vibrate_past_5.mp4,vibrate,past,5,X,D,11, 41
bounce_under_6.mp4,bounce,under,6,X,D,11, 42
stopstart_behind_4.mp4,stopstart,behind,4,X,D,11, 43
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,D,11, 44
sine_circle_2.mp4,sine,circle,2,W,A,12, 45
rotate_onto_2.mp4,rotate,onto,2,W,A,12, 46
rock_to_2.mp4,rock,to,2,W,A,12, 47
wheelie_tofar_2.mp4,wheelie,tofar,2,W,A,12, 48
