trial_type,measured_onset,perfect_onset,trialnum
fix,124979.125782,124988.625782, 
realTrial,124995.202311,124995.125782, 1
realTrial,125001.627215,125001.625782, 2
realTrial,125008.127015,125008.125782, 3
realTrial,125014.627054,125014.625782, 4
realTrial,125021.127076,125021.125782, 5
realTrial,125027.627084,125027.625782, 6
realTrial,125034.126982,125034.125782, 7
realTrial,125040.627412,125040.625782, 8
realTrial,125047.127234,125047.125782, 9
realTrial,125053.627171,125053.625782, 10
realTrial,125060.127315,125060.125782, 11
realTrial,125066.627278,125066.625782, 12
realTrial,125073.127047,125073.125782, 13
realTrial,125079.627147,125079.625782, 14
realTrial,125086.127331,125086.125782, 15
realTrial,125092.627041,125092.625782, 16
realTrial,125099.127271,125099.125782, 17
realTrial,125105.627204,125105.625782, 18
realTrial,125112.127183,125112.125782, 19
realTrial,125118.627402,125118.625782, 20
realTrial,125125.126989,125125.125782, 21
realTrial,125131.627462,125131.625782, 22
realTrial,125138.127265,125138.125782, 23
realTrial,125144.627375,125144.625782, 24
fix,125151.125893,125151.125782, 
realTrial,125167.194035,125167.125782, 25
realTrial,125173.626911,125173.625782, 26
realTrial,125180.127001,125180.125782, 27
realTrial,125186.627114,125186.625782, 28
realTrial,125193.127268,125193.125782, 29
realTrial,125199.627313,125199.625782, 30
realTrial,125206.127385,125206.125782, 31
realTrial,125212.627412,125212.625782, 32
realTrial,125219.127260,125219.125782, 33
realTrial,125225.627103,125225.625782, 34
realTrial,125232.127163,125232.125782, 35
realTrial,125238.627394,125238.625782, 36
realTrial,125245.127070,125245.125782, 37
realTrial,125251.627016,125251.625782, 38
realTrial,125258.127041,125258.125782, 39
realTrial,125264.627391,125264.625782, 40
realTrial,125271.127369,125271.125782, 41
realTrial,125277.627199,125277.625782, 42
realTrial,125284.127200,125284.125782, 43
realTrial,125290.626932,125290.625782, 44
realTrial,125297.127295,125297.125782, 45
realTrial,125303.627333,125303.625782, 46
realTrial,125310.127219,125310.125782, 47
realTrial,125316.627305,125316.625782, 48
fix,125323.126196,125323.125782, 
