trial_type,measured_onset,perfect_onset,trialnum
fix,88268.805756,88278.305756, 
realTrial,88284.889513,88284.805756, 1
realTrial,88291.307146,88291.305756, 2
realTrial,88297.807252,88297.805756, 3
realTrial,88304.307275,88304.305756, 4
realTrial,88310.807736,88310.805756, 5
realTrial,88317.307359,88317.305756, 6
realTrial,88323.807071,88323.805756, 7
realTrial,88330.307257,88330.305756, 8
realTrial,88336.807566,88336.805756, 9
realTrial,88343.307096,88343.305756, 10
realTrial,88349.807086,88349.805756, 11
realTrial,88356.307285,88356.305756, 12
realTrial,88362.807417,88362.805756, 13
realTrial,88369.307205,88369.305756, 14
realTrial,88375.807424,88375.805756, 15
realTrial,88382.307161,88382.305756, 16
realTrial,88388.807364,88388.805756, 17
realTrial,88395.307373,88395.305756, 18
realTrial,88401.807390,88401.805756, 19
realTrial,88408.307425,88408.305756, 20
realTrial,88414.807177,88414.805756, 21
realTrial,88421.306993,88421.305756, 22
realTrial,88427.807338,88427.805756, 23
realTrial,88434.307050,88434.305756, 24
fix,88440.806082,88440.805756, 
realTrial,88456.883878,88456.805756, 25
realTrial,88463.307312,88463.305756, 26
realTrial,88469.807047,88469.805756, 27
realTrial,88476.307362,88476.305756, 28
realTrial,88482.807404,88482.805756, 29
realTrial,88489.306946,88489.305756, 30
realTrial,88495.807091,88495.805756, 31
realTrial,88502.307350,88502.305756, 32
realTrial,88508.807230,88508.805756, 33
realTrial,88515.307164,88515.305756, 34
realTrial,88521.807461,88521.805756, 35
realTrial,88528.307019,88528.305756, 36
realTrial,88534.807284,88534.805756, 37
realTrial,88541.307377,88541.305756, 38
realTrial,88547.807275,88547.805756, 39
realTrial,88554.307130,88554.305756, 40
realTrial,88560.807229,88560.805756, 41
realTrial,88567.307292,88567.305756, 42
realTrial,88573.807260,88573.805756, 43
realTrial,88580.307143,88580.305756, 44
realTrial,88586.807257,88586.805756, 45
realTrial,88593.307140,88593.305756, 46
realTrial,88599.807168,88599.805756, 47
realTrial,88606.307023,88606.305756, 48
fix,88612.806095,88612.805756, 
