trial_type,measured_onset,perfect_onset,trialnum
fix,121630.113132,121639.613132, 
realTrial,121646.581015,121646.113132, 1
realTrial,121652.688142,121652.613132, 2
realTrial,121659.114851,121659.113132, 3
realTrial,121665.614334,121665.613132, 4
realTrial,121672.114682,121672.113132, 5
realTrial,121678.614379,121678.613132, 6
realTrial,121685.114470,121685.113132, 7
realTrial,121691.614712,121691.613132, 8
realTrial,121698.114551,121698.113132, 9
realTrial,121704.614611,121704.613132, 10
realTrial,121711.114406,121711.113132, 11
realTrial,121717.614483,121717.613132, 12
realTrial,121724.114700,121724.113132, 13
realTrial,121730.614605,121730.613132, 14
realTrial,121737.114562,121737.113132, 15
realTrial,121743.614357,121743.613132, 16
realTrial,121750.114696,121750.113132, 17
realTrial,121756.614788,121756.613132, 18
realTrial,121763.114614,121763.113132, 19
realTrial,121769.614751,121769.613132, 20
realTrial,121776.114430,121776.113132, 21
realTrial,121782.614511,121782.613132, 22
realTrial,121789.114508,121789.113132, 23
realTrial,121795.614549,121795.613132, 24
fix,121802.113992,121802.113132, 
realTrial,121818.198744,121818.113132, 25
realTrial,121824.614552,121824.613132, 26
realTrial,121831.114557,121831.113132, 27
realTrial,121837.614427,121837.613132, 28
realTrial,121844.114446,121844.113132, 29
realTrial,121850.614622,121850.613132, 30
realTrial,121857.114518,121857.113132, 31
realTrial,121863.614649,121863.613132, 32
realTrial,121870.114641,121870.113132, 33
realTrial,121876.614373,121876.613132, 34
realTrial,121883.115013,121883.113132, 35
realTrial,121889.614337,121889.613132, 36
realTrial,121896.114740,121896.113132, 37
realTrial,121902.614374,121902.613132, 38
realTrial,121909.114703,121909.113132, 39
realTrial,121915.614635,121915.613132, 40
realTrial,121922.114566,121922.113132, 41
realTrial,121928.614577,121928.613132, 42
realTrial,121935.114633,121935.113132, 43
realTrial,121941.614618,121941.613132, 44
realTrial,121948.114406,121948.113132, 45
realTrial,121954.614699,121954.613132, 46
realTrial,121961.114635,121961.113132, 47
realTrial,121967.614584,121967.613132, 48
fix,121974.113202,121974.113132, 
