file,manner,path,agent,itemset,blocktype,blocknum, trialnum
wheelie_circle_3.mp4,wheelie,circle,3,W,P,1, 1
sine_circle_1.mp4,sine,circle,1,W,P,1, 2
rotate_circle_2.mp4,rotate,circle,2,W,P,1, 3
rock_circle_8.mp4,rock,circle,8,W,P,1, 4
vibrate_underfar_6.mp4,vibrate,underfar,6,X,A,2, 5
stopstart_past_6.mp4,stopstart,past,6,X,A,2, 6
halfrotate_under_6.mp4,halfrotate,under,6,X,A,2, 7
bounce_behind_6.mp4,bounce,behind,6,X,A,2, 8
wheelie_tofar_3.mp4,wheelie,tofar,3,W,D,3, 9
rotate_to_1.mp4,rotate,to,1,W,D,3, 10
rock_circle_2.mp4,rock,circle,2,W,D,3, 11
sine_onto_8.mp4,sine,onto,8,W,D,3, 12
none_loc7_6.mp4,none,loc7,6,Z,C,4, 13
none_loc8_4.mp4,none,loc8,4,Z,C,4, 14
none_loc5_5.mp4,none,loc5,5,Z,C,4, 15
none_loc6_7.mp4,none,loc6,7,Z,C,4, 16
sine_onto_2.mp4,sine,onto,2,W,S,5, 17
sine_onto_2.mp4,sine,onto,2,W,S,5, 18
sine_onto_2.mp4,sine,onto,2,W,S,5, 19
sine_onto_2.mp4,sine,onto,2,W,S,5, 20
vibrate_under_5.mp4,vibrate,under,5,X,M,6, 21
vibrate_past_4.mp4,vibrate,past,4,X,M,6, 22
vibrate_behind_6.mp4,vibrate,behind,6,X,M,6, 23
vibrate_underfar_7.mp4,vibrate,underfar,7,X,M,6, 24
wheelie_circle_8.mp4,wheelie,circle,8,W,M,7, 25
wheelie_to_1.mp4,wheelie,to,1,W,M,7, 26
wheelie_tofar_2.mp4,wheelie,tofar,2,W,M,7, 27
wheelie_onto_3.mp4,wheelie,onto,3,W,M,7, 28
stopstart_underfar_7.mp4,stopstart,underfar,7,X,S,8, 29
stopstart_underfar_7.mp4,stopstart,underfar,7,X,S,8, 30
stopstart_underfar_7.mp4,stopstart,underfar,7,X,S,8, 31
stopstart_underfar_7.mp4,stopstart,underfar,7,X,S,8, 32
none_loc2_1.mp4,none,loc2,1,Y,C,9, 33
none_loc4_8.mp4,none,loc4,8,Y,C,9, 34
none_loc1_2.mp4,none,loc1,2,Y,C,9, 35
none_loc3_3.mp4,none,loc3,3,Y,C,9, 36
vibrate_behind_7.mp4,vibrate,behind,7,X,D,10, 37
bounce_under_4.mp4,bounce,under,4,X,D,10, 38
stopstart_past_5.mp4,stopstart,past,5,X,D,10, 39
halfrotate_underfar_6.mp4,halfrotate,underfar,6,X,D,10, 40
rock_to_1.mp4,rock,to,1,W,A,11, 41
rotate_tofar_1.mp4,rotate,tofar,1,W,A,11, 42
sine_onto_1.mp4,sine,onto,1,W,A,11, 43
wheelie_circle_1.mp4,wheelie,circle,1,W,A,11, 44
bounce_under_7.mp4,bounce,under,7,X,P,12, 45
halfrotate_under_4.mp4,halfrotate,under,4,X,P,12, 46
vibrate_under_6.mp4,vibrate,under,6,X,P,12, 47
stopstart_under_5.mp4,stopstart,under,5,X,P,12, 48
