trial_type,measured_onset,perfect_onset,trialnum
fix,113486.376924,113495.876924, 
realTrial,113502.764391,113502.376924, 1
realTrial,113508.878775,113508.876924, 2
realTrial,113515.378185,113515.376924, 3
realTrial,113521.878343,113521.876924, 4
realTrial,113528.378597,113528.376924, 5
realTrial,113534.878372,113534.876924, 6
realTrial,113541.378464,113541.376924, 7
realTrial,113547.878543,113547.876924, 8
realTrial,113554.378158,113554.376924, 9
realTrial,113560.878222,113560.876924, 10
realTrial,113567.378219,113567.376924, 11
realTrial,113573.878192,113573.876924, 12
realTrial,113580.378183,113580.376924, 13
realTrial,113586.878309,113586.876924, 14
realTrial,113593.378171,113593.376924, 15
realTrial,113599.878280,113599.876924, 16
realTrial,113606.378459,113606.376924, 17
realTrial,113612.878436,113612.876924, 18
realTrial,113619.378424,113619.376924, 19
realTrial,113625.878279,113625.876924, 20
realTrial,113632.378618,113632.376924, 21
realTrial,113638.878193,113638.876924, 22
realTrial,113645.378234,113645.376924, 23
realTrial,113651.878588,113651.876924, 24
fix,113658.377436,113658.376924, 
realTrial,113674.450623,113674.376924, 25
realTrial,113680.878364,113680.876924, 26
realTrial,113687.378574,113687.376924, 27
realTrial,113693.878186,113693.876924, 28
realTrial,113700.378340,113700.376924, 29
realTrial,113706.878224,113706.876924, 30
realTrial,113713.378508,113713.376924, 31
realTrial,113719.878416,113719.876924, 32
realTrial,113726.378109,113726.376924, 33
realTrial,113732.878203,113732.876924, 34
realTrial,113739.378376,113739.376924, 35
realTrial,113745.878513,113745.876924, 36
realTrial,113752.378546,113752.376924, 37
realTrial,113758.878292,113758.876924, 38
realTrial,113765.378610,113765.376924, 39
realTrial,113771.878528,113771.876924, 40
realTrial,113778.378213,113778.376924, 41
realTrial,113784.878322,113784.876924, 42
realTrial,113791.378536,113791.376924, 43
realTrial,113797.878528,113797.876924, 44
realTrial,113804.378366,113804.376924, 45
realTrial,113810.878557,113810.876924, 46
realTrial,113817.378313,113817.376924, 47
realTrial,113823.878418,113823.876924, 48
fix,113830.376978,113830.376924, 
