trial_type,measured_onset,perfect_onset,trialnum
fix,66350.572094,66360.072094, 
realTrial,66366.653124,66366.572094, 1
realTrial,66373.073385,66373.072094, 2
realTrial,66379.573372,66379.572094, 3
realTrial,66386.073867,66386.072094, 4
realTrial,66392.573858,66392.572094, 5
realTrial,66399.073744,66399.072094, 6
realTrial,66405.573592,66405.572094, 7
realTrial,66412.073757,66412.072094, 8
realTrial,66418.573488,66418.572094, 9
realTrial,66425.073489,66425.072094, 10
realTrial,66431.573816,66431.572094, 11
realTrial,66438.073335,66438.072094, 12
realTrial,66444.573609,66444.572094, 13
realTrial,66451.073715,66451.072094, 14
realTrial,66457.573640,66457.572094, 15
realTrial,66464.073443,66464.072094, 16
realTrial,66470.573545,66470.572094, 17
realTrial,66477.073285,66477.072094, 18
realTrial,66483.573703,66483.572094, 19
realTrial,66490.073727,66490.072094, 20
realTrial,66496.573499,66496.572094, 21
realTrial,66503.073725,66503.072094, 22
realTrial,66509.573798,66509.572094, 23
realTrial,66516.073352,66516.072094, 24
fix,66522.572585,66522.572094, 
realTrial,66538.650557,66538.572094, 25
realTrial,66545.073472,66545.072094, 26
realTrial,66551.573314,66551.572094, 27
realTrial,66558.073560,66558.072094, 28
realTrial,66564.573560,66564.572094, 29
realTrial,66571.073346,66571.072094, 30
realTrial,66577.573521,66577.572094, 31
realTrial,66584.073448,66584.072094, 32
realTrial,66590.573483,66590.572094, 33
realTrial,66597.073588,66597.072094, 34
realTrial,66603.573637,66603.572094, 35
realTrial,66610.073448,66610.072094, 36
realTrial,66616.573615,66616.572094, 37
realTrial,66623.073474,66623.072094, 38
realTrial,66629.573726,66629.572094, 39
realTrial,66636.073425,66636.072094, 40
realTrial,66642.573533,66642.572094, 41
realTrial,66649.073280,66649.072094, 42
realTrial,66655.573569,66655.572094, 43
realTrial,66662.073500,66662.072094, 44
realTrial,66668.573716,66668.572094, 45
realTrial,66675.073570,66675.072094, 46
realTrial,66681.573413,66681.572094, 47
realTrial,66688.073791,66688.072094, 48
fix,66694.572421,66694.572094, 
