trial_type,measured_onset,perfect_onset,trialnum
fix,117009.329953,117018.829953, 
realTrial,117025.398868,117025.329953, 1
realTrial,117031.831471,117031.829953, 2
realTrial,117038.331435,117038.329953, 3
realTrial,117044.831151,117044.829953, 4
realTrial,117051.331321,117051.329953, 5
realTrial,117057.831280,117057.829953, 6
realTrial,117064.331241,117064.329953, 7
realTrial,117070.831668,117070.829953, 8
realTrial,117077.331519,117077.329953, 9
realTrial,117083.831220,117083.829953, 10
realTrial,117090.331153,117090.329953, 11
realTrial,117096.831648,117096.829953, 12
realTrial,117103.331266,117103.329953, 13
realTrial,117109.831569,117109.829953, 14
realTrial,117116.331649,117116.329953, 15
realTrial,117122.831534,117122.829953, 16
realTrial,117129.331605,117129.329953, 17
realTrial,117135.831681,117135.829953, 18
realTrial,117142.331466,117142.329953, 19
realTrial,117148.831194,117148.829953, 20
realTrial,117155.331291,117155.329953, 21
realTrial,117161.831500,117161.829953, 22
realTrial,117168.331292,117168.329953, 23
realTrial,117174.831277,117174.829953, 24
fix,117181.330058,117181.329953, 
realTrial,117197.411474,117197.329953, 25
realTrial,117203.831332,117203.829953, 26
realTrial,117210.331583,117210.329953, 27
realTrial,117216.831377,117216.829953, 28
realTrial,117223.331212,117223.329953, 29
realTrial,117229.831481,117229.829953, 30
realTrial,117236.331184,117236.329953, 31
realTrial,117242.831564,117242.829953, 32
realTrial,117249.331512,117249.329953, 33
realTrial,117255.831599,117255.829953, 34
realTrial,117262.331428,117262.329953, 35
realTrial,117268.831531,117268.829953, 36
realTrial,117275.331417,117275.329953, 37
realTrial,117281.831643,117281.829953, 38
realTrial,117288.331173,117288.329953, 39
realTrial,117294.831397,117294.829953, 40
realTrial,117301.331368,117301.329953, 41
realTrial,117307.831675,117307.829953, 42
realTrial,117314.331462,117314.329953, 43
realTrial,117320.831362,117320.829953, 44
realTrial,117327.331200,117327.329953, 45
realTrial,117333.831476,117333.829953, 46
realTrial,117340.331503,117340.329953, 47
realTrial,117346.831317,117346.829953, 48
fix,117353.330310,117353.329953, 
