trial_type,measured_onset,perfect_onset,trialnum
fix,122067.315080,122076.815080, 
realTrial,122083.396762,122083.315080, 1
realTrial,122089.816755,122089.815080, 2
realTrial,122096.316267,122096.315080, 3
realTrial,122102.816481,122102.815080, 4
realTrial,122109.316829,122109.315080, 5
realTrial,122115.816338,122115.815080, 6
realTrial,122122.316669,122122.315080, 7
realTrial,122128.816569,122128.815080, 8
realTrial,122135.316323,122135.315080, 9
realTrial,122141.816728,122141.815080, 10
realTrial,122148.316486,122148.315080, 11
realTrial,122154.816752,122154.815080, 12
realTrial,122161.316588,122161.315080, 13
realTrial,122167.816445,122167.815080, 14
realTrial,122174.316617,122174.315080, 15
realTrial,122180.816435,122180.815080, 16
realTrial,122187.316309,122187.315080, 17
realTrial,122193.816668,122193.815080, 18
realTrial,122200.316506,122200.315080, 19
realTrial,122206.816338,122206.815080, 20
realTrial,122213.316586,122213.315080, 21
realTrial,122219.816454,122219.815080, 22
realTrial,122226.316382,122226.315080, 23
realTrial,122232.816736,122232.815080, 24
fix,122239.315158,122239.315080, 
realTrial,122255.383267,122255.315080, 25
realTrial,122261.816818,122261.815080, 26
realTrial,122268.316506,122268.315080, 27
realTrial,122274.816693,122274.815080, 28
realTrial,122281.316635,122281.315080, 29
realTrial,122287.816371,122287.815080, 30
realTrial,122294.316710,122294.315080, 31
realTrial,122300.816402,122300.815080, 32
realTrial,122307.316602,122307.315080, 33
realTrial,122313.816347,122313.815080, 34
realTrial,122320.316506,122320.315080, 35
realTrial,122326.816444,122326.815080, 36
realTrial,122333.316541,122333.315080, 37
realTrial,122339.816293,122339.815080, 38
realTrial,122346.316525,122346.315080, 39
realTrial,122352.816766,122352.815080, 40
realTrial,122359.316304,122359.315080, 41
realTrial,122365.816787,122365.815080, 42
realTrial,122372.316529,122372.315080, 43
realTrial,122378.816324,122378.815080, 44
realTrial,122385.316484,122385.315080, 45
realTrial,122391.816329,122391.815080, 46
realTrial,122398.316457,122398.315080, 47
realTrial,122404.816770,122404.815080, 48
fix,122411.315518,122411.315080, 
