trial_type,measured_onset,perfect_onset,trialnum
fix,66772.280697,66781.780697, 
realTrial,66788.346408,66788.280697, 1
realTrial,66794.781997,66794.780697, 2
realTrial,66801.282138,66801.280697, 3
realTrial,66807.782315,66807.780697, 4
realTrial,66814.282069,66814.280697, 5
realTrial,66820.782103,66820.780697, 6
realTrial,66827.281917,66827.280697, 7
realTrial,66833.781932,66833.780697, 8
realTrial,66840.282069,66840.280697, 9
realTrial,66846.782014,66846.780697, 10
realTrial,66853.282165,66853.280697, 11
realTrial,66859.782010,66859.780697, 12
realTrial,66866.282425,66866.280697, 13
realTrial,66872.781955,66872.780697, 14
realTrial,66879.282406,66879.280697, 15
realTrial,66885.781966,66885.780697, 16
realTrial,66892.282411,66892.280697, 17
realTrial,66898.782042,66898.780697, 18
realTrial,66905.282098,66905.280697, 19
realTrial,66911.782041,66911.780697, 20
realTrial,66918.282213,66918.280697, 21
realTrial,66924.782103,66924.780697, 22
realTrial,66931.282408,66931.280697, 23
realTrial,66937.782130,66937.780697, 24
fix,66944.280986,66944.280697, 
realTrial,66960.354847,66960.280697, 25
realTrial,66966.782495,66966.780697, 26
realTrial,66973.282121,66973.280697, 27
realTrial,66979.781975,66979.780697, 28
realTrial,66986.282134,66986.280697, 29
realTrial,66992.782176,66992.780697, 30
realTrial,66999.282174,66999.280697, 31
realTrial,67005.782312,67005.780697, 32
realTrial,67012.282066,67012.280697, 33
realTrial,67018.782038,67018.780697, 34
realTrial,67025.281981,67025.280697, 35
realTrial,67031.782024,67031.780697, 36
realTrial,67038.282273,67038.280697, 37
realTrial,67044.781973,67044.780697, 38
realTrial,67051.282048,67051.280697, 39
realTrial,67057.782121,67057.780697, 40
realTrial,67064.282017,67064.280697, 41
realTrial,67070.782178,67070.780697, 42
realTrial,67077.282300,67077.280697, 43
realTrial,67083.782295,67083.780697, 44
realTrial,67090.281940,67090.280697, 45
realTrial,67096.782389,67096.780697, 46
realTrial,67103.281932,67103.280697, 47
realTrial,67109.782154,67109.780697, 48
fix,67116.281047,67116.280697, 
