trial_type,measured_onset,perfect_onset,trialnum
fix,102193.186952,102202.686952, 
realTrial,102209.288642,102209.186952, 1
realTrial,102215.689519,102215.686952, 2
realTrial,102222.188409,102222.186952, 3
realTrial,102228.688569,102228.686952, 4
realTrial,102235.189027,102235.186952, 5
realTrial,102241.688307,102241.686952, 6
realTrial,102248.188585,102248.186952, 7
realTrial,102254.688521,102254.686952, 8
realTrial,102261.188433,102261.186952, 9
realTrial,102267.688234,102267.686952, 10
realTrial,102274.188240,102274.186952, 11
realTrial,102280.688429,102280.686952, 12
realTrial,102287.188717,102287.186952, 13
realTrial,102293.688203,102293.686952, 14
realTrial,102300.188658,102300.186952, 15
realTrial,102306.688656,102306.686952, 16
realTrial,102313.188356,102313.186952, 17
realTrial,102319.688539,102319.686952, 18
realTrial,102326.188490,102326.186952, 19
realTrial,102332.688244,102332.686952, 20
realTrial,102339.188203,102339.186952, 21
realTrial,102345.688325,102345.686952, 22
realTrial,102352.188341,102352.186952, 23
realTrial,102358.688194,102358.686952, 24
fix,102365.187078,102365.186952, 
realTrial,102381.291688,102381.186952, 25
realTrial,102387.688926,102387.686952, 26
realTrial,102394.188542,102394.186952, 27
realTrial,102400.688253,102400.686952, 28
realTrial,102407.188406,102407.186952, 29
realTrial,102413.688588,102413.686952, 30
realTrial,102420.188567,102420.186952, 31
realTrial,102426.688285,102426.686952, 32
realTrial,102433.188624,102433.186952, 33
realTrial,102439.688611,102439.686952, 34
realTrial,102446.188646,102446.186952, 35
realTrial,102452.688610,102452.686952, 36
realTrial,102459.188602,102459.186952, 37
realTrial,102465.688448,102465.686952, 38
realTrial,102472.188593,102472.186952, 39
realTrial,102478.688233,102478.686952, 40
realTrial,102485.188446,102485.186952, 41
realTrial,102491.688590,102491.686952, 42
realTrial,102498.188589,102498.186952, 43
realTrial,102504.688619,102504.686952, 44
realTrial,102511.188548,102511.186952, 45
realTrial,102517.688976,102517.686952, 46
realTrial,102524.188395,102524.186952, 47
realTrial,102530.688582,102530.686952, 48
fix,102537.187432,102537.186952, 
