trial_type,measured_onset,perfect_onset,trialnum
fix,20622.660856,20632.160856, 
realTrial,20639.142748,20638.660856, 1
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
fix,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
trial,,, 
