trial_type,measured_onset,perfect_onset,trialnum
fix,103499.380415,103508.880415, 
realTrial,103515.496286,103515.380415, 1
realTrial,103521.882194,103521.880415, 2
realTrial,103528.381953,103528.380415, 3
realTrial,103534.881678,103534.880415, 4
realTrial,103541.382314,103541.380415, 5
realTrial,103547.882146,103547.880415, 6
realTrial,103554.381860,103554.380415, 7
realTrial,103560.881679,103560.880415, 8
realTrial,103567.382029,103567.380415, 9
realTrial,103573.881925,103573.880415, 10
realTrial,103580.381947,103580.380415, 11
realTrial,103586.881993,103586.880415, 12
realTrial,103593.381956,103593.380415, 13
realTrial,103599.881795,103599.880415, 14
realTrial,103606.382164,103606.380415, 15
realTrial,103612.881814,103612.880415, 16
realTrial,103619.381828,103619.380415, 17
realTrial,103625.881824,103625.880415, 18
realTrial,103632.381902,103632.380415, 19
realTrial,103638.881723,103638.880415, 20
realTrial,103645.381848,103645.380415, 21
realTrial,103651.882278,103651.880415, 22
realTrial,103658.382001,103658.380415, 23
realTrial,103664.881884,103664.880415, 24
fix,103671.380669,103671.380415, 
realTrial,103687.473864,103687.380415, 25
realTrial,103693.882486,103693.880415, 26
realTrial,103700.381926,103700.380415, 27
realTrial,103706.881931,103706.880415, 28
realTrial,103713.382073,103713.380415, 29
realTrial,103719.881889,103719.880415, 30
realTrial,103726.381788,103726.380415, 31
realTrial,103732.881950,103732.880415, 32
realTrial,103739.381846,103739.380415, 33
realTrial,103745.881704,103745.880415, 34
realTrial,103752.381955,103752.380415, 35
realTrial,103758.881682,103758.880415, 36
realTrial,103765.381665,103765.380415, 37
realTrial,103771.882185,103771.880415, 38
realTrial,103778.382167,103778.380415, 39
realTrial,103784.882152,103784.880415, 40
realTrial,103791.381667,103791.380415, 41
realTrial,103797.882117,103797.880415, 42
realTrial,103804.382289,103804.380415, 43
realTrial,103810.882132,103810.880415, 44
realTrial,103817.381721,103817.380415, 45
realTrial,103823.882211,103823.880415, 46
realTrial,103830.381913,103830.380415, 47
realTrial,103836.881791,103836.880415, 48
fix,103843.380439,103843.380415, 
