trial_type,measured_onset,perfect_onset,trialnum
fix,104712.300423,104721.800423, 
realTrial,104728.409512,104728.300423, 1
realTrial,104734.802983,104734.800423, 2
realTrial,104741.302554,104741.300423, 3
realTrial,104747.801757,104747.800423, 4
realTrial,104754.301968,104754.300423, 5
realTrial,104760.802025,104760.800423, 6
realTrial,104767.302143,104767.300423, 7
realTrial,104773.801960,104773.800423, 8
realTrial,104780.302021,104780.300423, 9
realTrial,104786.802059,104786.800423, 10
realTrial,104793.302060,104793.300423, 11
realTrial,104799.802138,104799.800423, 12
realTrial,104806.301826,104806.300423, 13
realTrial,104812.801781,104812.800423, 14
realTrial,104819.301803,104819.300423, 15
realTrial,104825.801898,104825.800423, 16
realTrial,104832.302031,104832.300423, 17
realTrial,104838.801772,104838.800423, 18
realTrial,104845.301757,104845.300423, 19
realTrial,104851.801799,104851.800423, 20
realTrial,104858.302079,104858.300423, 21
realTrial,104864.802120,104864.800423, 22
realTrial,104871.301787,104871.300423, 23
realTrial,104877.801963,104877.800423, 24
fix,104884.300672,104884.300423, 
realTrial,104900.410171,104900.300423, 25
realTrial,104906.803195,104906.800423, 26
realTrial,104913.302059,104913.300423, 27
realTrial,104919.802186,104919.800423, 28
realTrial,104926.301873,104926.300423, 29
realTrial,104932.802158,104932.800423, 30
realTrial,104939.301988,104939.300423, 31
realTrial,104945.802128,104945.800423, 32
realTrial,104952.301908,104952.300423, 33
realTrial,104958.802153,104958.800423, 34
realTrial,104965.302142,104965.300423, 35
realTrial,104971.801917,104971.800423, 36
realTrial,104978.302138,104978.300423, 37
realTrial,104984.802029,104984.800423, 38
realTrial,104991.302129,104991.300423, 39
realTrial,104997.802023,104997.800423, 40
realTrial,105004.301870,105004.300423, 41
realTrial,105010.801778,105010.800423, 42
realTrial,105017.302191,105017.300423, 43
realTrial,105023.801911,105023.800423, 44
realTrial,105030.301791,105030.300423, 45
realTrial,105036.801974,105036.800423, 46
realTrial,105043.302033,105043.300423, 47
realTrial,105049.801940,105049.800423, 48
fix,105056.300827,105056.300423, 
