file,manner,path,agent,itemset,blocktype,blocknum, trialnum
bounce_behind_6.mp4,bounce,behind,6,X,S,1, 1
bounce_behind_6.mp4,bounce,behind,6,X,S,1, 2
bounce_behind_6.mp4,bounce,behind,6,X,S,1, 3
bounce_behind_6.mp4,bounce,behind,6,X,S,1, 4
sine_onto_3.mp4,sine,onto,3,W,M,2, 5
sine_to_1.mp4,sine,to,1,W,M,2, 6
sine_tofar_2.mp4,sine,tofar,2,W,M,2, 7
sine_circle_8.mp4,sine,circle,8,W,M,2, 8
halfrotate_under_6.mp4,halfrotate,under,6,X,P,3, 9
stopstart_under_4.mp4,stopstart,under,4,X,P,3, 10
bounce_under_5.mp4,bounce,under,5,X,P,3, 11
vibrate_under_7.mp4,vibrate,under,7,X,P,3, 12
sine_onto_1.mp4,sine,onto,1,W,A,4, 13
rock_to_1.mp4,rock,to,1,W,A,4, 14
wheelie_tofar_1.mp4,wheelie,tofar,1,W,A,4, 15
rotate_circle_1.mp4,rotate,circle,1,W,A,4, 16
vibrate_under_6.mp4,vibrate,under,6,X,D,5, 17
bounce_past_4.mp4,bounce,past,4,X,D,5, 18
stopstart_behind_5.mp4,stopstart,behind,5,X,D,5, 19
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,D,5, 20
none_control1_3.mp4,none,control1,3,Y,C,6, 21
none_control2_1.mp4,none,control2,1,Y,C,6, 22
none_control3_2.mp4,none,control3,2,Y,C,6, 23
none_control4_8.mp4,none,control4,8,Y,C,6, 24
none_control6_6.mp4,none,control6,6,Z,C,7, 25
none_control8_7.mp4,none,control8,7,Z,C,7, 26
none_control5_4.mp4,none,control5,4,Z,C,7, 27
none_control7_5.mp4,none,control7,5,Z,C,7, 28
sine_to_8.mp4,sine,to,8,W,D,8, 29
rotate_onto_1.mp4,rotate,onto,1,W,D,8, 30
rock_tofar_2.mp4,rock,tofar,2,W,D,8, 31
wheelie_circle_3.mp4,wheelie,circle,3,W,D,8, 32
bounce_underfar_4.mp4,bounce,underfar,4,X,A,9, 33
stopstart_past_4.mp4,stopstart,past,4,X,A,9, 34
halfrotate_under_4.mp4,halfrotate,under,4,X,A,9, 35
vibrate_behind_4.mp4,vibrate,behind,4,X,A,9, 36
sine_circle_1.mp4,sine,circle,1,W,P,10, 37
rotate_circle_2.mp4,rotate,circle,2,W,P,10, 38
rock_circle_3.mp4,rock,circle,3,W,P,10, 39
wheelie_circle_8.mp4,wheelie,circle,8,W,P,10, 40
stopstart_behind_4.mp4,stopstart,behind,4,X,M,11, 41
stopstart_past_5.mp4,stopstart,past,5,X,M,11, 42
stopstart_under_6.mp4,stopstart,under,6,X,M,11, 43
stopstart_underfar_7.mp4,stopstart,underfar,7,X,M,11, 44
wheelie_onto_2.mp4,wheelie,onto,2,W,S,12, 45
wheelie_onto_2.mp4,wheelie,onto,2,W,S,12, 46
wheelie_onto_2.mp4,wheelie,onto,2,W,S,12, 47
wheelie_onto_2.mp4,wheelie,onto,2,W,S,12, 48
