trial_type,measured_onset,perfect_onset,trialnum
fix,116220.457041,116229.957041, 
realTrial,116236.522726,116236.457041, 1
realTrial,116242.960486,116242.957041, 2
realTrial,116249.458568,116249.457041, 3
realTrial,116255.958505,116255.957041, 4
realTrial,116262.458612,116262.457041, 5
realTrial,116268.958473,116268.957041, 6
realTrial,116275.458225,116275.457041, 7
realTrial,116281.958554,116281.957041, 8
realTrial,116288.458561,116288.457041, 9
realTrial,116294.958683,116294.957041, 10
realTrial,116301.458307,116301.457041, 11
realTrial,116307.958635,116307.957041, 12
realTrial,116314.458355,116314.457041, 13
realTrial,116320.958501,116320.957041, 14
realTrial,116327.458245,116327.457041, 15
realTrial,116333.958696,116333.957041, 16
realTrial,116340.458745,116340.457041, 17
realTrial,116346.958418,116346.957041, 18
realTrial,116353.458728,116353.457041, 19
realTrial,116359.958304,116359.957041, 20
realTrial,116366.458655,116366.457041, 21
realTrial,116372.958718,116372.957041, 22
realTrial,116379.459076,116379.457041, 23
realTrial,116385.958321,116385.957041, 24
fix,116392.457710,116392.457041, 
realTrial,116408.533524,116408.457041, 25
realTrial,116414.959317,116414.957041, 26
realTrial,116421.458403,116421.457041, 27
realTrial,116427.958625,116427.957041, 28
realTrial,116434.458264,116434.457041, 29
realTrial,116440.958357,116440.957041, 30
realTrial,116447.458669,116447.457041, 31
realTrial,116453.958390,116453.957041, 32
realTrial,116460.458282,116460.457041, 33
realTrial,116466.958708,116466.957041, 34
realTrial,116473.458499,116473.457041, 35
realTrial,116479.958596,116479.957041, 36
realTrial,116486.458329,116486.457041, 37
realTrial,116492.958732,116492.957041, 38
realTrial,116499.458728,116499.457041, 39
realTrial,116505.958521,116505.957041, 40
realTrial,116512.458278,116512.457041, 41
realTrial,116518.958606,116518.957041, 42
realTrial,116525.458718,116525.457041, 43
realTrial,116531.958687,116531.957041, 44
realTrial,116538.458336,116538.457041, 45
realTrial,116544.958699,116544.957041, 46
realTrial,116551.458398,116551.457041, 47
realTrial,116557.958310,116557.957041, 48
fix,116564.457457,116564.457041, 
