trial_type,measured_onset,perfect_onset,trialnum
fix,63875.100900,63884.600900, 
realTrial,63891.176681,63891.100900, 1
realTrial,63897.602470,63897.600900, 2
realTrial,63904.102627,63904.100900, 3
realTrial,63910.602594,63910.600900, 4
realTrial,63917.102576,63917.100900, 5
realTrial,63923.602288,63923.600900, 6
realTrial,63930.102159,63930.100900, 7
realTrial,63936.602551,63936.600900, 8
realTrial,63943.102279,63943.100900, 9
realTrial,63949.602097,63949.600900, 10
realTrial,63956.102158,63956.100900, 11
realTrial,63962.602330,63962.600900, 12
realTrial,63969.102314,63969.100900, 13
realTrial,63975.602540,63975.600900, 14
realTrial,63982.102561,63982.100900, 15
realTrial,63988.602200,63988.600900, 16
realTrial,63995.102194,63995.100900, 17
realTrial,64001.602296,64001.600900, 18
realTrial,64008.102517,64008.100900, 19
realTrial,64014.602650,64014.600900, 20
realTrial,64021.102574,64021.100900, 21
realTrial,64027.602463,64027.600900, 22
realTrial,64034.102467,64034.100900, 23
realTrial,64040.602569,64040.600900, 24
fix,64047.101220,64047.100900, 
realTrial,64063.180013,64063.100900, 25
realTrial,64069.602505,64069.600900, 26
realTrial,64076.102192,64076.100900, 27
realTrial,64082.602357,64082.600900, 28
realTrial,64089.102499,64089.100900, 29
realTrial,64095.602225,64095.600900, 30
realTrial,64102.102278,64102.100900, 31
realTrial,64108.602635,64108.600900, 32
realTrial,64115.102422,64115.100900, 33
realTrial,64121.602574,64121.600900, 34
realTrial,64128.102636,64128.100900, 35
realTrial,64134.602322,64134.600900, 36
realTrial,64141.102591,64141.100900, 37
realTrial,64147.602224,64147.600900, 38
realTrial,64154.102249,64154.100900, 39
realTrial,64160.602394,64160.600900, 40
realTrial,64167.102118,64167.100900, 41
realTrial,64173.602249,64173.600900, 42
realTrial,64180.102560,64180.100900, 43
realTrial,64186.602167,64186.600900, 44
realTrial,64193.102343,64193.100900, 45
realTrial,64199.602672,64199.600900, 46
realTrial,64206.102162,64206.100900, 47
realTrial,64212.602463,64212.600900, 48
fix,64219.101292,64219.100900, 
