trial_type,measured_onset,perfect_onset,trialnum
fix,80329.477121,80338.977121, 
realTrial,80345.559192,80345.477121, 1
realTrial,80351.978797,80351.977121, 2
realTrial,80358.478302,80358.477121, 3
realTrial,80364.978771,80364.977121, 4
realTrial,80371.478832,80371.477121, 5
realTrial,80377.978312,80377.977121, 6
realTrial,80384.478424,80384.477121, 7
realTrial,80390.978771,80390.977121, 8
realTrial,80397.478863,80397.477121, 9
realTrial,80403.978901,80403.977121, 10
realTrial,80410.478520,80410.477121, 11
realTrial,80416.978401,80416.977121, 12
realTrial,80423.478616,80423.477121, 13
realTrial,80429.978487,80429.977121, 14
realTrial,80436.478701,80436.477121, 15
realTrial,80442.978573,80442.977121, 16
realTrial,80449.478562,80449.477121, 17
realTrial,80455.978690,80455.977121, 18
realTrial,80462.478694,80462.477121, 19
realTrial,80468.978412,80468.977121, 20
realTrial,80475.478325,80475.477121, 21
realTrial,80481.978528,80481.977121, 22
realTrial,80488.478514,80488.477121, 23
realTrial,80494.978730,80494.977121, 24
fix,80501.477463,80501.477121, 
realTrial,80517.552331,80517.477121, 25
realTrial,80523.978686,80523.977121, 26
realTrial,80530.478717,80530.477121, 27
realTrial,80536.978294,80536.977121, 28
realTrial,80543.478689,80543.477121, 29
realTrial,80549.978417,80549.977121, 30
realTrial,80556.478445,80556.477121, 31
realTrial,80562.978772,80562.977121, 32
realTrial,80569.478729,80569.477121, 33
realTrial,80575.978292,80575.977121, 34
realTrial,80582.478689,80582.477121, 35
realTrial,80588.978507,80588.977121, 36
realTrial,80595.478369,80595.477121, 37
realTrial,80601.978578,80601.977121, 38
realTrial,80608.478432,80608.477121, 39
realTrial,80614.978651,80614.977121, 40
realTrial,80621.478741,80621.477121, 41
realTrial,80627.978583,80627.977121, 42
realTrial,80634.478439,80634.477121, 43
realTrial,80640.978552,80640.977121, 44
realTrial,80647.478405,80647.477121, 45
realTrial,80653.978556,80653.977121, 46
realTrial,80660.478365,80660.477121, 47
realTrial,80666.978664,80666.977121, 48
fix,80673.477499,80673.477121, 
