color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
purple,59_G_MY_Bee_3_NF.ogv,59,G,MY,Bee,3,NF,4,B,2
grey,109_G_SV_Mother_3_NF.ogv,109,G,SV,Mother,3,NF,4,B,2
none,119_G_TK_Frog_2_NF.ogv,119,G,TK,Frog,2,NF,4,B,2
none,131_NG_TK_XX_18_NA.ogv,131,NG,TK,XX,18,NA,4,C,2
yellow,16_NG_CG_XX_16_NA.ogv,16,NG,CG,XX,16,NA,4,C,2
green,56_NG_JH_XX_19_NA.ogv,56,NG,JH,XX,19,NA,4,C,2
purple,62_NG_MY_XX_6_NF.ogv,62,NG,MY,XX,6,NF,4,D,2
grey,107_NG_SV_XX_13_NF.ogv,107,NG,SV,XX,13,NF,4,D,2
none,117_NG_TK_XX_4_NF.ogv,117,NG,TK,XX,4,NF,4,D,2
grey,95_G_SV_Bee_1.ogg,95,G,SV,Bee,1,audio,4,E,2
yellow,05_G_CG_Frog_1.ogg,5,G,CG,Frog,1,audio,4,E,2
orange,150_G_VS_Princess_3.ogg,150,G,VS,Princess,3,audio,4,E,2
grey,98_G_SV_Bee_4_NA.ogv,98,G,SV,Bee,4,NA,4,A,2
orange,148_G_VS_Princess_1_NA.ogv,148,G,VS,Princess,1,NA,4,A,2
none,123_G_TK_Hood_2_NA.ogv,123,G,TK,Hood,2,NA,4,A,2
red,93_G_ST_Princess_2_NA.ogv,93,G,ST,Princess,2,NA,4,A,2
purple,58_G_MY_Bee_2_NA.ogv,58,G,MY,Bee,2,NA,4,A,2
yellow,13_G_CG_Mother_1_NA.ogv,13,G,CG,Mother,1,NA,4,A,2
none,115_G_TK_Bee_2.ogg,115,G,TK,Bee,2,audio,4,E,2
green,50_G_JH_Mother_1.ogg,50,G,JH,Mother,1,audio,4,E,2
blue,25_G_DS_Frog_2.ogg,25,G,DS,Frog,2,audio,4,E,2
blue,37_NG_DS_XX_18_NF.ogv,37,NG,DS,XX,18,NF,4,D,2
red,87_NG_ST_XX_12_NF.ogv,87,NG,ST,XX,12,NF,4,D,2
yellow,02_NG_CG_XX_2_NF.ogv,2,NG,CG,XX,2,NF,4,D,2
blue,21_NG_DS_XX_2_NA.ogv,21,NG,DS,XX,2,NA,4,C,2
red,86_NG_ST_XX_11_NA.ogv,86,NG,ST,XX,11,NA,4,C,2
grey,111_NG_SV_XX_17_NA.ogv,111,NG,SV,XX,17,NA,4,C,2
green,44_G_JH_Frog_3_NF.ogv,44,G,JH,Frog,3,NF,4,B,2
yellow,04_G_CG_Bee_4_NF.ogv,4,G,CG,Bee,4,NF,4,B,2
red,89_G_ST_Mother_2_NF.ogv,89,G,ST,Mother,2,NF,4,B,2
