trial_type,onset
fix,334203.130984,334212.130984
movie,334219.269091,334219.130984
movie,334226.310973,334226.130984
movie,334233.133680,334233.130984
audio,334240.131522,334240.130984
audio,334247.131619,334247.130984
audio,334254.131350,334254.130984
movie,334261.133382,334261.130984
movie,334268.132993,334268.130984
movie,334275.133175,334275.130984
movie,334282.133284,334282.130984
movie,334289.132971,334289.130984
movie,334296.133119,334296.130984
movie,334303.133276,334303.130984
movie,334310.133149,334310.130984
movie,334317.133373,334317.130984
fix,334324.131957,334324.130984
movie,334340.259829,334340.130984
movie,334347.133286,334347.130984
movie,334354.133780,334354.130984
movie,334361.133137,334361.130984
movie,334368.133558,334368.130984
movie,334375.133044,334375.130984
movie,334382.133367,334382.130984
movie,334389.133370,334389.130984
movie,334396.133233,334396.130984
audio,334403.131650,334403.130984
audio,334410.131237,334410.130984
audio,334417.131210,334417.130984
movie,334424.133104,334424.130984
movie,334431.132912,334431.130984
movie,334438.178933,334438.130984
fix,334445.131146,334445.130984
