color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
purple,60_G_MY_Bee_4_NA.ogv,60,G,MY,Bee,4,NA,2,A,4
none,125_G_TK_Hood_4_NA.ogv,125,G,TK,Hood,4,NA,2,A,4
blue,35_G_DS_Princess_1_NA.ogv,35,G,DS,Princess,1,NA,2,A,4
purple,71_G_MY_Mother_1_NF.ogv,71,G,MY,Mother,1,NF,2,B,4
grey,96_G_SV_Bee_2_NF.ogv,96,G,SV,Bee,2,NF,2,B,4
blue,26_G_DS_Frog_3_NF.ogv,26,G,DS,Frog,3,NF,2,B,4
green,43_NG_JH_XX_6_NA.ogv,43,NG,JH,XX,6,NA,2,C,4
blue,33_NG_DS_XX_14_NA.ogv,33,NG,DS,XX,14,NA,2,C,4
orange,138_NG_VS_XX_7_NA.ogv,138,NG,VS,XX,7,NA,2,C,4
green,44_NG_JH_XX_7_NF.ogv,44,NG,JH,XX,7,NF,2,D,4
orange,134_NG_VS_XX_3_NF.ogv,134,NG,VS,XX,3,NF,2,D,4
red,84_NG_ST_XX_9_NF.ogv,84,NG,ST,XX,9,NF,2,D,4
orange,142_G_VS_Hood_3.ogg,142,G,VS,Hood,3,audio,2,E,4
blue,22_G_DS_Bee_3.ogg,22,G,DS,Bee,3,audio,2,E,4
grey,112_G_SV_Princess_2.ogg,112,G,SV,Princess,2,audio,2,E,4
purple,57_G_MY_Bee_1.ogg,57,G,MY,Bee,1,audio,2,E,4
yellow,17_G_CG_Princess_1.ogg,17,G,CG,Princess,1,audio,2,E,4
red,82_G_ST_Frog_3.ogg,82,G,ST,Frog,3,audio,2,E,4
none,114_NG_TK_XX_1_NF.ogv,114,NG,TK,XX,1,NF,2,D,4
grey,104_NG_SV_XX_10_NF.ogv,104,NG,SV,XX,10,NF,2,D,4
purple,64_NG_MY_XX_8_NF.ogv,64,NG,MY,XX,8,NF,2,D,4
purple,63_NG_MY_XX_7_NA.ogv,63,NG,MY,XX,7,NA,2,C,4
red,93_NG_ST_XX_18_NA.ogv,93,NG,ST,XX,18,NA,2,C,4
grey,103_NG_SV_XX_9_NA.ogv,103,NG,SV,XX,9,NA,2,C,4
red,91_G_ST_Mother_4_NF.ogv,91,G,ST,Mother,4,NF,2,B,4
orange,136_G_VS_Frog_1_NF.ogv,136,G,VS,Frog,1,NF,2,B,4
green,56_G_JH_Princess_3_NF.ogv,56,G,JH,Princess,3,NF,2,B,4
red,85_G_ST_Hood_2_NA.ogv,85,G,ST,Hood,2,NA,2,A,4
orange,150_G_VS_Princess_3_NA.ogv,150,G,VS,Princess,3,NA,2,A,4
grey,100_G_SV_Frog_2_NA.ogv,100,G,SV,Frog,2,NA,2,A,4
