trial_type,onset
fix,11090.432552,11099.432552
movie,11106.478698,11106.432552
movie,11113.434756,11113.432552
movie,11120.434405,11120.432552
movie,11127.434789,11127.432552
movie,11134.434942,11134.432552
movie,11141.435018,11141.432552
audio,11148.432567,11148.432552
audio,11155.433156,11155.432552
audio,11162.432624,11162.432552
movie,11169.435015,11169.432552
movie,11176.434805,11176.432552
movie,11183.434944,11183.432552
movie,11190.435096,11190.432552
movie,11197.435268,11197.432552
movie,11204.434501,11204.432552
fix,11211.433002,11211.432552
movie,11227.480457,11227.432552
movie,11234.434871,11234.432552
movie,11241.434800,11241.432552
movie,11248.434728,11248.432552
movie,11255.434757,11255.432552
movie,11262.434321,11262.432552
audio,11269.432877,11269.432552
audio,11276.432619,11276.432552
audio,11283.433008,11283.432552
movie,11290.434695,11290.432552
movie,11297.434996,11297.432552
movie,11304.435046,11304.432552
movie,11311.435165,11311.432552
movie,11318.434670,11318.432552
movie,11325.434663,11325.432552
fix,11332.433111,11332.432552
