color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
none,119_NG_TK_XX_6_NF.ogv,119,NG,TK,XX,6,NF,2,D,3
green,54_NG_JH_XX_17_NF.ogv,54,NG,JH,XX,17,NF,2,D,3
red,89_NG_ST_XX_14_NF.ogv,89,NG,ST,XX,14,NF,2,D,3
orange,137_G_VS_Frog_2.ogg,137,G,VS,Frog,2,audio,2,E,3
green,47_G_JH_Hood_2.ogg,47,G,JH,Hood,2,audio,2,E,3
red,77_G_ST_Bee_2.ogg,77,G,ST,Bee,2,audio,2,E,3
purple,70_G_MY_Hood_4_NA.ogv,70,G,MY,Hood,4,NA,2,A,3
green,45_G_JH_Frog_4_NA.ogv,45,G,JH,Frog,4,NA,2,A,3
grey,110_G_SV_Mother_4_NA.ogv,110,G,SV,Mother,4,NA,2,A,3
grey,111_G_SV_Princess_1_NF.ogv,111,G,SV,Princess,1,NF,2,B,3
yellow,16_G_CG_Mother_4_NF.ogv,16,G,CG,Mother,4,NF,2,B,3
red,86_G_ST_Hood_3_NF.ogv,86,G,ST,Hood,3,NF,2,B,3
purple,63_NG_MY_XX_7_NA.ogv,63,NG,MY,XX,7,NA,2,C,3
red,88_NG_ST_XX_13_NA.ogv,88,NG,ST,XX,13,NA,2,C,3
orange,143_NG_VS_XX_12_NA.ogv,143,NG,VS,XX,12,NA,2,C,3
green,43_NG_JH_XX_6_NA.ogv,43,NG,JH,XX,6,NA,2,C,3
yellow,08_NG_CG_XX_8_NA.ogv,8,NG,CG,XX,8,NA,2,C,3
none,123_NG_TK_XX_10_NA.ogv,123,NG,TK,XX,10,NA,2,C,3
purple,61_G_MY_Bee_5_NF.ogv,61,G,MY,Bee,5,NF,2,B,3
green,56_G_JH_Princess_3_NF.ogv,56,G,JH,Princess,3,NF,2,B,3
none,121_G_TK_Frog_4_NF.ogv,121,G,TK,Frog,4,NF,2,B,3
red,85_G_ST_Hood_2_NA.ogv,85,G,ST,Hood,2,NA,2,A,3
none,115_G_TK_Bee_2_NA.ogv,115,G,TK,Bee,2,NA,2,A,3
blue,25_G_DS_Frog_2_NA.ogv,25,G,DS,Frog,2,NA,2,A,3
none,117_G_TK_Bee_4.ogg,117,G,TK,Bee,4,audio,2,E,3
yellow,17_G_CG_Princess_1.ogg,17,G,CG,Princess,1,audio,2,E,3
blue,32_G_DS_Mother_1.ogg,32,G,DS,Mother,1,audio,2,E,3
orange,134_NG_VS_XX_3_NF.ogv,134,NG,VS,XX,3,NF,2,D,3
purple,64_NG_MY_XX_8_NF.ogv,64,NG,MY,XX,8,NF,2,D,3
grey,104_NG_SV_XX_10_NF.ogv,104,NG,SV,XX,10,NF,2,D,3
