color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
none,115_G_TK_Bee_2_NA.ogv,115,G,TK,Bee,2,NA,2,A,5
yellow,05_G_CG_Frog_1_NA.ogv,5,G,CG,Frog,1,NA,2,A,5
grey,105_G_SV_Hood_3_NA.ogv,105,G,SV,Hood,3,NA,2,A,5
none,121_G_TK_Frog_4_NF.ogv,121,G,TK,Frog,4,NF,2,B,5
grey,106_G_SV_Hood_4_NF.ogv,106,G,SV,Hood,4,NF,2,B,5
yellow,16_G_CG_Mother_4_NF.ogv,16,G,CG,Mother,4,NF,2,B,5
green,38_NG_JH_XX_1_NA.ogv,38,NG,JH,XX,1,NA,2,C,5
none,118_NG_TK_XX_5_NA.ogv,118,NG,TK,XX,5,NA,2,C,5
yellow,18_NG_CG_XX_18_NA.ogv,18,NG,CG,XX,18,NA,2,C,5
purple,74_NG_MY_XX_18_NF.ogv,74,NG,MY,XX,18,NF,2,D,5
yellow,14_NG_CG_XX_14_NF.ogv,14,NG,CG,XX,14,NF,2,D,5
orange,144_NG_VS_XX_13_NF.ogv,144,NG,VS,XX,13,NF,2,D,5
grey,107_G_SV_Mother_1.ogg,107,G,SV,Mother,1,audio,2,E,5
yellow,02_G_CG_Bee_2.ogg,2,G,CG,Bee,2,audio,2,E,5
purple,67_G_MY_Hood_1.ogg,67,G,MY,Hood,1,audio,2,E,5
none,117_G_TK_Bee_4.ogg,117,G,TK,Bee,4,audio,2,E,5
orange,147_G_VS_Mother_4.ogg,147,G,VS,Mother,4,audio,2,E,5
green,47_G_JH_Hood_2.ogg,47,G,JH,Hood,2,audio,2,E,5
blue,34_NG_DS_XX_15_NF.ogv,34,NG,DS,XX,15,NF,2,D,5
none,129_NG_TK_XX_16_NF.ogv,129,NG,TK,XX,16,NF,2,D,5
green,54_NG_JH_XX_17_NF.ogv,54,NG,JH,XX,17,NF,2,D,5
orange,133_NG_VS_XX_2_NA.ogv,133,NG,VS,XX,2,NA,2,C,5
red,78_NG_ST_XX_3_NA.ogv,78,NG,ST,XX,3,NA,2,C,5
purple,58_NG_MY_XX_2_NA.ogv,58,NG,MY,XX,2,NA,2,C,5
purple,66_G_MY_Frog_5_NF.ogv,66,G,MY,Frog,5,NF,2,B,5
blue,21_G_DS_Bee_2_NF.ogv,21,G,DS,Bee,2,NF,2,B,5
green,51_G_JH_Mother_2_NF.ogv,51,G,JH,Mother,2,NF,2,B,5
green,55_G_JH_Princess_2_NA.ogv,55,G,JH,Princess,2,NA,2,A,5
orange,135_G_VS_Bee_4_NA.ogv,135,G,VS,Bee,4,NA,2,A,5
purple,75_G_MY_Mother_5_NA.ogv,75,G,MY,Mother,5,NA,2,A,5
