Contrast name:,Group (S)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,294,1.000000,1.174027,0.153690,7.638943,5.000000,0.000306,0.000612
2,1627,162,1.000000,0.855402,0.103386,8.273890,5.000000,0.000210,0.000612
3,644,64,1.000000,0.321950,0.125055,2.574460,5.000000,0.024883,0.024883
4,743,74,1.000000,1.273572,0.090220,14.116308,5.000000,0.000016,0.000096
5,462,46,1.000000,2.017284,0.563428,3.580376,5.000000,0.007934,0.009521
6,370,37,1.000000,1.195481,0.210009,5.692527,5.000000,0.001167,0.001750
