trial_type,measured_onset,perfect_onset,trialnum
fix,87848.384939,87857.884939, 
realTrial,87864.456240,87864.384939, 1
realTrial,87870.886586,87870.884939, 2
realTrial,87877.386569,87877.384939, 3
realTrial,87883.886478,87883.884939, 4
realTrial,87890.386654,87890.384939, 5
realTrial,87896.886579,87896.884939, 6
realTrial,87903.386334,87903.384939, 7
realTrial,87909.886650,87909.884939, 8
realTrial,87916.386491,87916.384939, 9
realTrial,87922.886323,87922.884939, 10
realTrial,87929.386239,87929.384939, 11
realTrial,87935.886393,87935.884939, 12
realTrial,87942.386315,87942.384939, 13
realTrial,87948.886385,87948.884939, 14
realTrial,87955.386547,87955.384939, 15
realTrial,87961.886690,87961.884939, 16
realTrial,87968.386315,87968.384939, 17
realTrial,87974.886491,87974.884939, 18
realTrial,87981.386506,87981.384939, 19
realTrial,87987.886402,87987.884939, 20
realTrial,87994.386551,87994.384939, 21
realTrial,88000.887456,88000.884939, 22
realTrial,88007.386569,88007.384939, 23
realTrial,88013.886445,88013.884939, 24
fix,88020.385253,88020.384939, 
realTrial,88036.465532,88036.384939, 25
realTrial,88042.886146,88042.884939, 26
realTrial,88049.386547,88049.384939, 27
realTrial,88055.886577,88055.884939, 28
realTrial,88062.386185,88062.384939, 29
realTrial,88068.886386,88068.884939, 30
realTrial,88075.386521,88075.384939, 31
realTrial,88081.886529,88081.884939, 32
realTrial,88088.386328,88088.384939, 33
realTrial,88094.886607,88094.884939, 34
realTrial,88101.386383,88101.384939, 35
realTrial,88107.886449,88107.884939, 36
realTrial,88114.386417,88114.384939, 37
realTrial,88120.886632,88120.884939, 38
realTrial,88127.386624,88127.384939, 39
realTrial,88133.886557,88133.884939, 40
realTrial,88140.386247,88140.384939, 41
realTrial,88146.886361,88146.884939, 42
realTrial,88153.386204,88153.384939, 43
realTrial,88159.886164,88159.884939, 44
realTrial,88166.386233,88166.384939, 45
realTrial,88172.886338,88172.884939, 46
realTrial,88179.386170,88179.384939, 47
realTrial,88185.886768,88185.884939, 48
fix,88192.385321,88192.384939, 
