color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
yellow,01_G_CG_Bee_1_NF.ogv,1,G,CG,Bee,1,NF,2,B,2
blue,36_G_DS_Princess_2_NF.ogv,36,G,DS,Princess,2,NF,2,B,2
none,121_G_TK_Frog_4_NF.ogv,121,G,TK,Frog,4,NF,2,B,2
blue,28_NG_DS_XX_9_NA.ogv,28,NG,DS,XX,9,NA,2,C,2
green,43_NG_JH_XX_6_NA.ogv,43,NG,JH,XX,6,NA,2,C,2
grey,103_NG_SV_XX_9_NA.ogv,103,NG,SV,XX,9,NA,2,C,2
orange,149_NG_VS_XX_18_NF.ogv,149,NG,VS,XX,18,NF,2,D,2
red,84_NG_ST_XX_9_NF.ogv,84,NG,ST,XX,9,NF,2,D,2
none,124_NG_TK_XX_11_NF.ogv,124,NG,TK,XX,11,NF,2,D,2
blue,22_G_DS_Bee_3.ogg,22,G,DS,Bee,3,audio,2,E,2
yellow,17_G_CG_Princess_1.ogg,17,G,CG,Princess,1,audio,2,E,2
purple,72_G_MY_Mother_2.ogg,72,G,MY,Mother,2,audio,2,E,2
grey,100_G_SV_Frog_2_NA.ogv,100,G,SV,Frog,2,NA,2,A,2
orange,150_G_VS_Princess_3_NA.ogv,150,G,VS,Princess,3,NA,2,A,2
purple,75_G_MY_Mother_5_NA.ogv,75,G,MY,Mother,5,NA,2,A,2
none,120_G_TK_Frog_3_NA.ogv,120,G,TK,Frog,3,NA,2,A,2
blue,20_G_DS_Bee_1_NA.ogv,20,G,DS,Bee,1,NA,2,A,2
green,50_G_JH_Mother_1_NA.ogv,50,G,JH,Mother,1,NA,2,A,2
red,77_G_ST_Bee_2.ogg,77,G,ST,Bee,2,audio,2,E,2
orange,142_G_VS_Hood_3.ogg,142,G,VS,Hood,3,audio,2,E,2
grey,107_G_SV_Mother_1.ogg,107,G,SV,Mother,1,audio,2,E,2
green,49_NG_JH_XX_12_NF.ogv,49,NG,JH,XX,12,NF,2,D,2
purple,69_NG_MY_XX_13_NF.ogv,69,NG,MY,XX,13,NF,2,D,2
yellow,19_NG_CG_XX_19_NF.ogv,19,NG,CG,XX,19,NF,2,D,2
yellow,08_NG_CG_XX_8_NA.ogv,8,NG,CG,XX,8,NA,2,C,2
red,88_NG_ST_XX_13_NA.ogv,88,NG,ST,XX,13,NA,2,C,2
orange,148_NG_VS_XX_17_NA.ogv,148,NG,VS,XX,17,NA,2,C,2
orange,146_G_VS_Mother_3_NF.ogv,146,G,VS,Mother,3,NF,2,B,2
green,56_G_JH_Princess_3_NF.ogv,56,G,JH,Princess,3,NF,2,B,2
grey,96_G_SV_Bee_2_NF.ogv,96,G,SV,Bee,2,NF,2,B,2
