trial_type,onset,perfect
fix,1268.529365,1277.529365
movie,1285.154054,1284.529365
NA,,
NA,,
NF,,
NF,,
NF,,
NA,,
NA,,
NA,,
NF,,
NF,,
NF,,
audio,,
audio,,
audio,,
fix,,
audio,,
audio,,
audio,,
NF,,
NF,,
NF,,
NA,,
NA,,
NA,,
NF,,
NF,,
NF,,
NA,,
NA,,
NA,,
fix,,
