trial_type,onset
fix,14345.075014,14354.075014
audio,14361.120109,14361.075014
audio,14368.075797,14368.075014
audio,14375.075359,14375.075014
movie,14382.077635,14382.075014
movie,14389.076705,14389.075014
movie,14396.077840,14396.075014
movie,14403.076971,14403.075014
movie,14410.077183,14410.075014
movie,14417.076839,14417.075014
movie,14424.077377,14424.075014
movie,14431.077347,14431.075014
movie,14438.077135,14438.075014
movie,14445.077701,14445.075014
movie,14452.077329,14452.075014
movie,14459.077147,14459.075014
fix,14466.075543,14466.075014
movie,14482.311491,14482.075014
movie,14489.077348,14489.075014
movie,14496.077678,14496.075014
movie,14503.076882,14503.075014
movie,14510.076632,14510.075014
movie,14517.077410,14517.075014
movie,14524.077623,14524.075014
movie,14531.077323,14531.075014
movie,14538.077321,14538.075014
movie,14545.076724,14545.075014
movie,14552.077316,14552.075014
movie,14559.076785,14559.075014
audio,14566.075653,14566.075014
audio,14573.075180,14573.075014
audio,14580.075521,14580.075014
fix,14587.075347,14587.075014
