color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
green,39_NG_JH_XX_2_NF.ogv,39,NG,JH,XX,2,NF,2,D,2
orange,139_NG_VS_XX_8_NF.ogv,139,NG,VS,XX,8,NF,2,D,2
grey,99_NG_SV_XX_5_NF.ogv,99,NG,SV,XX,5,NF,2,D,2
purple,72_G_MY_Mother_2.ogg,72,G,MY,Mother,2,audio,2,E,2
red,92_G_ST_Princess_1.ogg,92,G,ST,Princess,1,audio,2,E,2
grey,102_G_SV_Frog_4.ogg,102,G,SV,Frog,4,audio,2,E,2
yellow,10_G_CG_Hood_2_NA.ogv,10,G,CG,Hood,2,NA,2,A,2
purple,65_G_MY_Frog_4_NA.ogv,65,G,MY,Frog,4,NA,2,A,2
green,50_G_JH_Mother_1_NA.ogv,50,G,JH,Mother,1,NA,2,A,2
red,86_G_ST_Hood_3_NF.ogv,86,G,ST,Hood,3,NF,2,B,2
none,116_G_TK_Bee_3_NF.ogv,116,G,TK,Bee,3,NF,2,B,2
grey,111_G_SV_Princess_1_NF.ogv,111,G,SV,Princess,1,NF,2,B,2
red,88_NG_ST_XX_13_NA.ogv,88,NG,ST,XX,13,NA,2,C,2
grey,108_NG_SV_XX_14_NA.ogv,108,NG,SV,XX,14,NA,2,C,2
yellow,08_NG_CG_XX_8_NA.ogv,8,NG,CG,XX,8,NA,2,C,2
blue,28_NG_DS_XX_9_NA.ogv,28,NG,DS,XX,9,NA,2,C,2
none,123_NG_TK_XX_10_NA.ogv,123,NG,TK,XX,10,NA,2,C,2
orange,143_NG_VS_XX_12_NA.ogv,143,NG,VS,XX,12,NA,2,C,2
green,46_G_JH_Hood_1_NF.ogv,46,G,JH,Hood,1,NF,2,B,2
yellow,01_G_CG_Bee_1_NF.ogv,1,G,CG,Bee,1,NF,2,B,2
blue,36_G_DS_Princess_2_NF.ogv,36,G,DS,Princess,2,NF,2,B,2
none,120_G_TK_Frog_3_NA.ogv,120,G,TK,Frog,3,NA,2,A,2
red,90_G_ST_Mother_3_NA.ogv,90,G,ST,Mother,3,NA,2,A,2
blue,20_G_DS_Bee_1_NA.ogv,20,G,DS,Bee,1,NA,2,A,2
yellow,12_G_CG_Hood_4.ogg,12,G,CG,Hood,4,audio,2,E,2
blue,37_G_DS_Princess_3.ogg,37,G,DS,Princess,3,audio,2,E,2
orange,137_G_VS_Frog_2.ogg,137,G,VS,Frog,2,audio,2,E,2
yellow,09_NG_CG_XX_9_NF.ogv,9,NG,CG,XX,9,NF,2,D,2
purple,69_NG_MY_XX_13_NF.ogv,69,NG,MY,XX,13,NF,2,D,2
red,94_NG_ST_XX_19_NF.ogv,94,NG,ST,XX,19,NF,2,D,2
