color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
green,54_G_JH_Princess_1_NF.ogv,54,G,JH,Princess,1,NF,4,B,4
blue,24_G_DS_Frog_1_NF.ogv,24,G,DS,Frog,1,NF,4,B,4
purple,59_G_MY_Bee_3_NF.ogv,59,G,MY,Bee,3,NF,4,B,4
grey,111_NG_SV_XX_17_NA.ogv,111,NG,SV,XX,17,NA,4,C,4
none,126_NG_TK_XX_13_NA.ogv,126,NG,TK,XX,13,NA,4,C,4
green,41_NG_JH_XX_4_NA.ogv,41,NG,JH,XX,4,NA,4,C,4
yellow,17_NG_CG_XX_17_NF.ogv,17,NG,CG,XX,17,NF,4,D,4
blue,27_NG_DS_XX_8_NF.ogv,27,NG,DS,XX,8,NF,4,D,4
purple,67_NG_MY_XX_11_NF.ogv,67,NG,MY,XX,11,NF,4,D,4
orange,140_G_VS_Hood_1.ogg,140,G,VS,Hood,1,audio,4,E,4
blue,20_G_DS_Bee_1.ogg,20,G,DS,Bee,1,audio,4,E,4
grey,110_G_SV_Mother_4.ogg,110,G,SV,Mother,4,audio,4,E,4
purple,58_G_MY_Bee_2_NA.ogv,58,G,MY,Bee,2,NA,4,A,4
orange,143_G_VS_Hood_4_NA.ogv,143,G,VS,Hood,4,NA,4,A,4
red,83_G_ST_Frog_4_NA.ogv,83,G,ST,Frog,4,NA,4,A,4
yellow,03_G_CG_Bee_3_NA.ogv,3,G,CG,Bee,3,NA,4,A,4
grey,108_G_SV_Mother_2_NA.ogv,108,G,SV,Mother,2,NA,4,A,4
green,48_G_JH_Hood_3_NA.ogv,48,G,JH,Hood,3,NA,4,A,4
green,45_G_JH_Frog_4.ogg,45,G,JH,Frog,4,audio,4,E,4
purple,70_G_MY_Hood_4.ogg,70,G,MY,Hood,4,audio,4,E,4
none,130_G_TK_Princess_1.ogg,130,G,TK,Princess,1,audio,4,E,4
grey,97_NG_SV_XX_3_NF.ogv,97,NG,SV,XX,3,NF,4,D,4
red,82_NG_ST_XX_7_NF.ogv,82,NG,ST,XX,7,NF,4,D,4
orange,132_NG_VS_XX_1_NF.ogv,132,NG,VS,XX,1,NF,4,D,4
blue,26_NG_DS_XX_7_NA.ogv,26,NG,DS,XX,7,NA,4,C,4
red,86_NG_ST_XX_11_NA.ogv,86,NG,ST,XX,11,NA,4,C,4
orange,136_NG_VS_XX_5_NA.ogv,136,NG,VS,XX,5,NA,4,C,4
none,119_G_TK_Frog_2_NF.ogv,119,G,TK,Frog,2,NF,4,B,4
red,89_G_ST_Mother_2_NF.ogv,89,G,ST,Mother,2,NF,4,B,4
yellow,09_G_CG_Hood_1_NF.ogv,9,G,CG,Hood,1,NF,4,B,4
