trial_type,onset
fix,66854.520746,66863.520746
movie,66870.633497,66870.520746
movie,66877.523354,66877.520746
movie,66884.523229,66884.520746
audio,66891.521711,66891.520746
audio,66898.521220,66898.520746
audio,66905.520823,66905.520746
movie,66912.522602,66912.520746
movie,66919.523160,66919.520746
movie,66926.522520,66926.520746
movie,66933.523195,66933.520746
movie,66940.522530,66940.520746
movie,66947.522845,66947.520746
movie,66954.523393,66954.520746
movie,66961.523172,66961.520746
movie,66968.523132,66968.520746
fix,66975.521496,66975.520746
movie,66991.896523,66991.520746
movie,66998.522734,66998.520746
movie,67005.523414,67005.520746
movie,67012.522677,67012.520746
movie,67019.522661,67019.520746
movie,67026.522969,67026.520746
movie,67033.523034,67033.520746
movie,67040.522581,67040.520746
movie,67047.523649,67047.520746
audio,67054.520820,67054.520746
audio,67061.520783,67061.520746
audio,67068.520795,67068.520746
movie,67075.523133,67075.520746
movie,67082.522744,67082.520746
movie,67089.522600,67089.520746
fix,67096.521191,67096.520746
