color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
blue,20_G_DS_Bee_1_NF.ogv,20,G,DS,Bee,1,NF,3,B,2
grey,110_G_SV_Mother_4_NF.ogv,110,G,SV,Mother,4,NF,3,B,2
none,120_G_TK_Frog_3_NF.ogv,120,G,TK,Frog,3,NF,3,B,2
purple,62_NG_MY_XX_6_NA.ogv,62,NG,MY,XX,6,NA,3,C,2
grey,102_NG_SV_XX_8_NA.ogv,102,NG,SV,XX,8,NA,3,C,2
blue,32_NG_DS_XX_13_NA.ogv,32,NG,DS,XX,13,NA,3,C,2
yellow,08_NG_CG_XX_8_NF.ogv,8,NG,CG,XX,8,NF,3,D,2
none,123_NG_TK_XX_10_NF.ogv,123,NG,TK,XX,10,NF,3,D,2
red,93_NG_ST_XX_18_NF.ogv,93,NG,ST,XX,18,NF,3,D,2
yellow,16_G_CG_Mother_4.ogg,16,G,CG,Mother,4,audio,3,E,2
blue,21_G_DS_Bee_2.ogg,21,G,DS,Bee,2,audio,3,E,2
orange,141_G_VS_Hood_2.ogg,141,G,VS,Hood,2,audio,3,E,2
green,39_G_JH_Bee_2_NA.ogv,39,G,JH,Bee,2,NA,3,A,2
red,94_G_ST_Princess_3_NA.ogv,94,G,ST,Princess,3,NA,3,A,2
grey,104_G_SV_Hood_2_NA.ogv,104,G,SV,Hood,2,NA,3,A,2
orange,144_G_VS_Mother_1_NA.ogv,144,G,VS,Mother,1,NA,3,A,2
yellow,04_G_CG_Bee_4_NA.ogv,4,G,CG,Bee,4,NA,3,A,2
none,124_G_TK_Hood_3_NA.ogv,124,G,TK,Hood,3,NA,3,A,2
none,116_G_TK_Bee_3.ogg,116,G,TK,Bee,3,audio,3,E,2
green,51_G_JH_Mother_2.ogg,51,G,JH,Mother,2,audio,3,E,2
grey,106_G_SV_Hood_4.ogg,106,G,SV,Hood,4,audio,3,E,2
purple,58_NG_MY_XX_2_NF.ogv,58,NG,MY,XX,2,NF,3,D,2
orange,148_NG_VS_XX_17_NF.ogv,148,NG,VS,XX,17,NF,3,D,2
green,53_NG_JH_XX_16_NF.ogv,53,NG,JH,XX,16,NF,3,D,2
yellow,07_NG_CG_XX_7_NA.ogv,7,NG,CG,XX,7,NA,3,C,2
green,52_NG_JH_XX_15_NA.ogv,52,NG,JH,XX,15,NA,3,C,2
red,92_NG_ST_XX_17_NA.ogv,92,NG,ST,XX,17,NA,3,C,2
orange,135_G_VS_Bee_4_NF.ogv,135,G,VS,Bee,4,NF,3,B,2
red,80_G_ST_Frog_1_NF.ogv,80,G,ST,Frog,1,NF,3,B,2
purple,70_G_MY_Hood_4_NF.ogv,70,G,MY,Hood,4,NF,3,B,2
