trial_type,measured_onset,perfect_onset,trialnum
fix,86852.488271,86861.988271, 
realTrial,86868.741809,86868.488271, 1
realTrial,86874.990019,86874.988271, 2
realTrial,86881.489782,86881.488271, 3
realTrial,86887.989633,86887.988271, 4
realTrial,86894.489856,86894.488271, 5
realTrial,86900.989768,86900.988271, 6
realTrial,86907.489636,86907.488271, 7
realTrial,86913.989533,86913.988271, 8
realTrial,86920.489574,86920.488271, 9
realTrial,86926.989856,86926.988271, 10
realTrial,86933.489665,86933.488271, 11
realTrial,86939.989603,86939.988271, 12
realTrial,86946.489505,86946.488271, 13
realTrial,86952.989535,86952.988271, 14
realTrial,86959.489524,86959.488271, 15
realTrial,86965.989578,86965.988271, 16
realTrial,86972.489496,86972.488271, 17
realTrial,86978.989623,86978.988271, 18
realTrial,86985.489540,86985.488271, 19
realTrial,86991.989568,86991.988271, 20
realTrial,86998.489842,86998.488271, 21
realTrial,87004.989517,87004.988271, 22
realTrial,87011.489695,87011.488271, 23
realTrial,87017.989866,87017.988271, 24
fix,87024.488638,87024.488271, 
realTrial,87040.554704,87040.488271, 25
realTrial,87046.989712,87046.988271, 26
realTrial,87053.489951,87053.488271, 27
realTrial,87059.989971,87059.988271, 28
realTrial,87066.489482,87066.488271, 29
realTrial,87072.989673,87072.988271, 30
realTrial,87079.489818,87079.488271, 31
realTrial,87085.989867,87085.988271, 32
realTrial,87092.489660,87092.488271, 33
realTrial,87098.989790,87098.988271, 34
realTrial,87105.489780,87105.488271, 35
realTrial,87111.989908,87111.988271, 36
realTrial,87118.489742,87118.488271, 37
realTrial,87124.989596,87124.988271, 38
realTrial,87131.489625,87131.488271, 39
realTrial,87137.989905,87137.988271, 40
realTrial,87144.489926,87144.488271, 41
realTrial,87150.989740,87150.988271, 42
realTrial,87157.489683,87157.488271, 43
realTrial,87163.989685,87163.988271, 44
realTrial,87170.489581,87170.488271, 45
realTrial,87176.989642,87176.988271, 46
realTrial,87183.489509,87183.488271, 47
realTrial,87189.989938,87189.988271, 48
fix,87196.488488,87196.488271, 
